,S,where,floor,max_floors,rooms_number,condition,bath,shower,balcony,distance_to_subway,subway_station,washer,dishwasher,internet,phone,tv,animals,children,furniture,kitchen_furniture,fridge
6536,38,Южное Бутово,16,16,1,косметический,0.0,0.0,1.0,7,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6537,40,Десёновское,9,17,1,косметический,0.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
6538,32,Метрогородок,1,5,1,косметический,1.0,0.0,0.0,2,Бульвар Рокоссовского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6539,34,Дмитровский,6,9,1,косметический,1.0,0.0,1.0,9,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6540,39,Некрасовка,8,16,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6541,44,Алексеевский,7,8,1,косметический,1.0,0.0,0.0,1.9166666666666667,ВДНХ,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
6542,40,Сосенское,17,18,1,косметический,1.0,0.0,1.0,10,Теплый Стан,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6543,21,Ярославский,3,5,1,косметический,1.0,0.0,0.0,15,ВДНХ,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6544,34,Головинский,3,5,1,косметический,1.0,0.0,1.0,0.9166666666666666,Водный стадион,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6545,42,CTYPE,2,17,1,евроремонт,1.0,0.0,1.0,3,Теплый Стан,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6546,28,Гольяново,4,9,1,косметический,1.0,0.0,0.0,2.4166666666666665,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6547,40,Южное Бутово,6,16,1,косметический,1.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6548,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.8333333333333334,Владыкино,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6549,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.9166666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6550,41,Западное Дегунино,5,12,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6551,37,Бирюлево Восточное,2,17,1,косметический,1.0,0.0,1.0,,Царицыно,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6552,32,Южное Бутово,13,14,1,косметический,0.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
6553,32,Головинский,8,9,1,косметический,1.0,0.0,1.0,3,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6554,34,Тимирязевский,4,9,1,косметический,1.0,0.0,0.0,0.6666666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
6555,41,Дмитровский,6,16,1,евроремонт,1.0,0.0,1.0,7,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6556,36,Бирюлево Западное,7,12,1,косметический,1.0,0.0,1.0,5,Пражская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6557,35,Бибирево,10,16,1,косметический,1.0,0.0,1.0,1.5,Алтуфьево,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6558,35,Косино-Ухтомский,1,5,1,косметический,1.0,0.0,0.0,1.75,Лермонтовский проспект,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6559,33,Северное Измайлово,7,9,1,косметический,1.0,0.0,1.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6560,38,Ново-Переделкино,9,14,1,косметический,1.0,0.0,1.0,15,Юго-Западная,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6561,38,,6,18,1,евроремонт,0.0,0.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6562,36,Кузьминки,4,5,1,косметический,1.0,0.0,1.0,1.0,Рязанский проспект,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6563,35,Западное Дегунино,8,16,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6564,39,CTYPE,12,17,1,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
6565,55,,15,17,2,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6566,26,Царицыно,6,9,1,косметический,1.0,0.0,0.0,0.8333333333333334,Царицыно,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6567,38,Орехово-Борисово Южное,7,9,1,косметический,1.0,0.0,0.0,1.25,Домодедовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6568,34,Южное Бутово,8,10,1,косметический,1.0,0.0,1.0,0.8333333333333334,Бунинская аллея,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
6569,38,Северный,10,16,1,косметический,1.0,0.0,1.0,15,Алтуфьево,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6570,38,Северное Измайлово,1,12,1,косметический,1.0,0.0,0.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6571,40,Строгино,16,16,1,евроремонт,1.0,0.0,1.0,5,Щукинская,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6572,175,Хамовники,5,9,4,евроремонт,1.0,1.0,0.0,0.4166666666666667,Кропоткинская,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6573,50,Богородское,5,9,2,косметический,0.0,0.0,1.0,3,Преображенская площадь,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6574,47,Киевский,4,5,2,косметический,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
6575,40,Раменки,12,17,1,косметический,1.0,0.0,0.0,5,Киевская,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
6576,45,Рязановское,2,5,1,косметический,1.0,0.0,1.0,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
6577,25,Новокосино,1,3,1,евроремонт,1.0,0.0,0.0,1.25,Новокосино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6578,30,Головинский,1,5,1,косметический,0.0,0.0,0.0,1.25,Речной вокзал,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6579,40,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,8,Выхино,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
"6580,""38,6"",,6,17,1,косметический,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0"
6581,31,Бутырский,5,5,1,косметический,1.0,0.0,0.0,0.5833333333333334,Тимирязевская,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6582,47,Рязановское,2,5,2,косметический,1.0,0.0,1.0,25,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6583,34,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6584,44,Ивановское,5,9,2,косметический,0.0,0.0,0.0,1.25,Новогиреево,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6585,30,Гольяново,8,9,1,косметический,1.0,0.0,0.0,2.0833333333333335,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6586,39,Некрасовка,14,17,1,косметический,0.0,0.0,1.0,10,Новокосино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
6587,40,CTYPE,14,17,1,косметический,0.0,0.0,1.0,10,Выхино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6588,38,Ховрино,1,9,1,косметический,1.0,0.0,1.0,1.6666666666666667,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6589,38,Южное Бутово,16,16,1,косметический,0.0,0.0,1.0,7,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6590,40,Десёновское,9,17,1,косметический,0.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
6591,32,Метрогородок,1,5,1,косметический,1.0,0.0,0.0,2,Бульвар Рокоссовского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6592,34,Дмитровский,6,9,1,косметический,1.0,0.0,1.0,9,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6593,39,Некрасовка,8,16,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6594,44,Алексеевский,7,8,1,косметический,1.0,0.0,0.0,1.9166666666666667,ВДНХ,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
6595,40,Сосенское,17,18,1,косметический,1.0,0.0,1.0,10,Теплый Стан,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6596,21,Ярославский,3,5,1,косметический,1.0,0.0,0.0,15,ВДНХ,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6597,34,Головинский,3,5,1,косметический,1.0,0.0,1.0,0.9166666666666666,Водный стадион,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6598,42,CTYPE,2,17,1,евроремонт,1.0,0.0,1.0,3,Теплый Стан,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6599,28,Гольяново,4,9,1,косметический,1.0,0.0,0.0,2.4166666666666665,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6600,40,Южное Бутово,6,16,1,косметический,1.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6601,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.8333333333333334,Владыкино,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6602,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.9166666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6603,41,Западное Дегунино,5,12,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6604,37,Бирюлево Восточное,2,17,1,косметический,1.0,0.0,1.0,,Царицыно,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6605,32,Южное Бутово,13,14,1,косметический,0.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
6606,32,Головинский,8,9,1,косметический,1.0,0.0,1.0,3,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6607,34,Тимирязевский,4,9,1,косметический,1.0,0.0,0.0,0.6666666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
6608,41,Дмитровский,6,16,1,евроремонт,1.0,0.0,1.0,7,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6609,36,Бирюлево Западное,7,12,1,косметический,1.0,0.0,1.0,5,Пражская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6610,35,Бибирево,10,16,1,косметический,1.0,0.0,1.0,1.5,Алтуфьево,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6611,35,Косино-Ухтомский,1,5,1,косметический,1.0,0.0,0.0,1.75,Лермонтовский проспект,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6612,33,Северное Измайлово,7,9,1,косметический,1.0,0.0,1.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6613,38,Ново-Переделкино,9,14,1,косметический,1.0,0.0,1.0,15,Юго-Западная,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6614,38,,6,18,1,евроремонт,0.0,0.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6615,36,Кузьминки,4,5,1,косметический,1.0,0.0,1.0,1.0,Рязанский проспект,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6616,35,Западное Дегунино,8,16,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6617,39,CTYPE,12,17,1,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
6618,55,,15,17,2,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6619,26,Царицыно,6,9,1,косметический,1.0,0.0,0.0,0.8333333333333334,Царицыно,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6620,38,Орехово-Борисово Южное,7,9,1,косметический,1.0,0.0,0.0,1.25,Домодедовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6621,34,Южное Бутово,8,10,1,косметический,1.0,0.0,1.0,0.8333333333333334,Бунинская аллея,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
6622,38,Северный,10,16,1,косметический,1.0,0.0,1.0,15,Алтуфьево,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6623,38,Северное Измайлово,1,12,1,косметический,1.0,0.0,0.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6624,127,Щукино,25,32,4,косметический,1.0,1.0,0.0,0.8333333333333334,Щукинская,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6625,65,Таганский,6,7,2,евроремонт,1.0,0.0,0.0,1.0,Таганская,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6626,40,Ново-Переделкино,6,14,1,косметический,0.0,0.0,1.0,10,Саларьево,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6627,47,Киевский,4,5,2,косметический,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
6628,40,Раменки,12,17,1,косметический,1.0,0.0,0.0,5,Киевская,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
6629,45,Рязановское,2,5,1,косметический,1.0,0.0,1.0,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
6630,25,Новокосино,1,3,1,евроремонт,1.0,0.0,0.0,1.25,Новокосино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6631,30,Головинский,1,5,1,косметический,0.0,0.0,0.0,1.25,Речной вокзал,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6632,40,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,8,Выхино,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
"6633,""38,6"",,6,17,1,косметический,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0"
6634,31,Бутырский,5,5,1,косметический,1.0,0.0,0.0,0.5833333333333334,Тимирязевская,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6635,47,Рязановское,2,5,2,косметический,1.0,0.0,1.0,25,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6636,34,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6637,44,Ивановское,5,9,2,косметический,0.0,0.0,0.0,1.25,Новогиреево,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6638,30,Гольяново,8,9,1,косметический,1.0,0.0,0.0,2.0833333333333335,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6639,39,Некрасовка,14,17,1,косметический,0.0,0.0,1.0,10,Новокосино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
6640,40,CTYPE,14,17,1,косметический,0.0,0.0,1.0,10,Выхино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6641,38,Ховрино,1,9,1,косметический,1.0,0.0,1.0,1.6666666666666667,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6642,38,Южное Бутово,16,16,1,косметический,0.0,0.0,1.0,7,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6643,40,Десёновское,9,17,1,косметический,0.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
6644,32,Метрогородок,1,5,1,косметический,1.0,0.0,0.0,2,Бульвар Рокоссовского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6645,34,Дмитровский,6,9,1,косметический,1.0,0.0,1.0,9,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6646,39,Некрасовка,8,16,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6647,44,Алексеевский,7,8,1,косметический,1.0,0.0,0.0,1.9166666666666667,ВДНХ,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
6648,40,Сосенское,17,18,1,косметический,1.0,0.0,1.0,10,Теплый Стан,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6649,21,Ярославский,3,5,1,косметический,1.0,0.0,0.0,15,ВДНХ,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6650,34,Головинский,3,5,1,косметический,1.0,0.0,1.0,0.9166666666666666,Водный стадион,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6651,42,CTYPE,2,17,1,евроремонт,1.0,0.0,1.0,3,Теплый Стан,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6652,28,Гольяново,4,9,1,косметический,1.0,0.0,0.0,2.4166666666666665,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6653,40,Южное Бутово,6,16,1,косметический,1.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6654,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.8333333333333334,Владыкино,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6655,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.9166666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6656,41,Западное Дегунино,5,12,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6657,37,Бирюлево Восточное,2,17,1,косметический,1.0,0.0,1.0,,Царицыно,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6658,32,Южное Бутово,13,14,1,косметический,0.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
6659,32,Головинский,8,9,1,косметический,1.0,0.0,1.0,3,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6660,34,Тимирязевский,4,9,1,косметический,1.0,0.0,0.0,0.6666666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
6661,41,Дмитровский,6,16,1,евроремонт,1.0,0.0,1.0,7,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6662,36,Бирюлево Западное,7,12,1,косметический,1.0,0.0,1.0,5,Пражская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6663,35,Бибирево,10,16,1,косметический,1.0,0.0,1.0,1.5,Алтуфьево,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6664,35,Косино-Ухтомский,1,5,1,косметический,1.0,0.0,0.0,1.75,Лермонтовский проспект,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6665,33,Северное Измайлово,7,9,1,косметический,1.0,0.0,1.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6666,38,Ново-Переделкино,9,14,1,косметический,1.0,0.0,1.0,15,Юго-Западная,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6667,38,,6,18,1,евроремонт,0.0,0.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6668,36,Кузьминки,4,5,1,косметический,1.0,0.0,1.0,1.0,Рязанский проспект,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6669,35,Западное Дегунино,8,16,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6670,39,CTYPE,12,17,1,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
6671,55,,15,17,2,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6672,26,Царицыно,6,9,1,косметический,1.0,0.0,0.0,0.8333333333333334,Царицыно,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6673,38,Орехово-Борисово Южное,7,9,1,косметический,1.0,0.0,0.0,1.25,Домодедовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6674,34,Южное Бутово,8,10,1,косметический,1.0,0.0,1.0,0.8333333333333334,Бунинская аллея,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
6675,38,Северный,10,16,1,косметический,1.0,0.0,1.0,15,Алтуфьево,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6676,38,Северное Измайлово,1,12,1,косметический,1.0,0.0,0.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6677,50,Богородское,5,9,2,косметический,0.0,0.0,1.0,3,Преображенская площадь,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6678,120,Савеловский,3,12,3,евроремонт,0.0,0.0,0.0,1.0,Динамо,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6679,40,Восточное Измайлово,4,5,1,косметический,1.0,0.0,0.0,1.4166666666666667,Первомайская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6680,47,Киевский,4,5,2,косметический,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
6681,40,Раменки,12,17,1,косметический,1.0,0.0,0.0,5,Киевская,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
6682,45,Рязановское,2,5,1,косметический,1.0,0.0,1.0,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
6683,25,Новокосино,1,3,1,евроремонт,1.0,0.0,0.0,1.25,Новокосино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6684,30,Головинский,1,5,1,косметический,0.0,0.0,0.0,1.25,Речной вокзал,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6685,40,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,8,Выхино,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
"6686,""38,6"",,6,17,1,косметический,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0"
6687,31,Бутырский,5,5,1,косметический,1.0,0.0,0.0,0.5833333333333334,Тимирязевская,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6688,47,Рязановское,2,5,2,косметический,1.0,0.0,1.0,25,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6689,34,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6690,44,Ивановское,5,9,2,косметический,0.0,0.0,0.0,1.25,Новогиреево,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6691,30,Гольяново,8,9,1,косметический,1.0,0.0,0.0,2.0833333333333335,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6692,39,Некрасовка,14,17,1,косметический,0.0,0.0,1.0,10,Новокосино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
6693,40,CTYPE,14,17,1,косметический,0.0,0.0,1.0,10,Выхино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6694,38,Ховрино,1,9,1,косметический,1.0,0.0,1.0,1.6666666666666667,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6695,38,Южное Бутово,16,16,1,косметический,0.0,0.0,1.0,7,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6696,40,Десёновское,9,17,1,косметический,0.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
6697,32,Метрогородок,1,5,1,косметический,1.0,0.0,0.0,2,Бульвар Рокоссовского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
