,S,where,floor,max_floors,rooms_number,condition,bath,shower,balcony,distance_to_subway,subway_station,washer,dishwasher,internet,phone,tv,animals,children,furniture,kitchen_furniture,fridge
1841,35,Косино-Ухтомский,1,5,1,косметический,1.0,0.0,0.0,1.75,Лермонтовский проспект,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1842,33,Северное Измайлово,7,9,1,косметический,1.0,0.0,1.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1843,38,Ново-Переделкино,9,14,1,косметический,1.0,0.0,1.0,15,Юго-Западная,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1844,38,,6,18,1,евроремонт,0.0,0.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1845,36,Кузьминки,4,5,1,косметический,1.0,0.0,1.0,1.0,Рязанский проспект,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1846,35,Западное Дегунино,8,16,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1847,39,CTYPE,12,17,1,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1848,55,,15,17,2,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1849,26,Царицыно,6,9,1,косметический,1.0,0.0,0.0,0.8333333333333334,Царицыно,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1850,38,Орехово-Борисово Южное,7,9,1,косметический,1.0,0.0,0.0,1.25,Домодедовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1851,34,Южное Бутово,8,10,1,косметический,1.0,0.0,1.0,0.8333333333333334,Бунинская аллея,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1852,38,Северный,10,16,1,косметический,1.0,0.0,1.0,15,Алтуфьево,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1853,38,Северное Измайлово,1,12,1,косметический,1.0,0.0,0.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1854,50,Богородское,5,9,2,косметический,0.0,0.0,1.0,3,Преображенская площадь,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1855,78,Зюзино,7,17,3,евроремонт,1.0,0.0,1.0,0.25,Нахимовский проспект,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1856,80,Тимирязевский,4,9,3,евроремонт,1.0,0.0,0.0,0.8333333333333334,Петровско-Разумовская,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1857,47,Киевский,4,5,2,косметический,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1858,40,Раменки,12,17,1,косметический,1.0,0.0,0.0,5,Киевская,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1859,45,Рязановское,2,5,1,косметический,1.0,0.0,1.0,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1860,25,Новокосино,1,3,1,евроремонт,1.0,0.0,0.0,1.25,Новокосино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1861,30,Головинский,1,5,1,косметический,0.0,0.0,0.0,1.25,Речной вокзал,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1862,40,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,8,Выхино,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
"1863,""38,6"",,6,17,1,косметический,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0"
1864,31,Бутырский,5,5,1,косметический,1.0,0.0,0.0,0.5833333333333334,Тимирязевская,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1865,47,Рязановское,2,5,2,косметический,1.0,0.0,1.0,25,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1866,34,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1867,44,Ивановское,5,9,2,косметический,0.0,0.0,0.0,1.25,Новогиреево,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1868,30,Гольяново,8,9,1,косметический,1.0,0.0,0.0,2.0833333333333335,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1869,39,Некрасовка,14,17,1,косметический,0.0,0.0,1.0,10,Новокосино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1870,40,CTYPE,14,17,1,косметический,0.0,0.0,1.0,10,Выхино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1871,38,Ховрино,1,9,1,косметический,1.0,0.0,1.0,1.6666666666666667,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1872,38,Южное Бутово,16,16,1,косметический,0.0,0.0,1.0,7,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1873,40,Десёновское,9,17,1,косметический,0.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1874,32,Метрогородок,1,5,1,косметический,1.0,0.0,0.0,2,Бульвар Рокоссовского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1875,34,Дмитровский,6,9,1,косметический,1.0,0.0,1.0,9,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1876,39,Некрасовка,8,16,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1877,44,Алексеевский,7,8,1,косметический,1.0,0.0,0.0,1.9166666666666667,ВДНХ,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1878,40,Сосенское,17,18,1,косметический,1.0,0.0,1.0,10,Теплый Стан,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1879,21,Ярославский,3,5,1,косметический,1.0,0.0,0.0,15,ВДНХ,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1880,34,Головинский,3,5,1,косметический,1.0,0.0,1.0,0.9166666666666666,Водный стадион,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1881,42,CTYPE,2,17,1,евроремонт,1.0,0.0,1.0,3,Теплый Стан,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1882,28,Гольяново,4,9,1,косметический,1.0,0.0,0.0,2.4166666666666665,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1883,40,Южное Бутово,6,16,1,косметический,1.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1884,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.8333333333333334,Владыкино,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1885,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.9166666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1886,41,Западное Дегунино,5,12,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1887,37,Бирюлево Восточное,2,17,1,косметический,1.0,0.0,1.0,,Царицыно,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1888,32,Южное Бутово,13,14,1,косметический,0.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1889,32,Головинский,8,9,1,косметический,1.0,0.0,1.0,3,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1890,34,Тимирязевский,4,9,1,косметический,1.0,0.0,0.0,0.6666666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1891,41,Дмитровский,6,16,1,евроремонт,1.0,0.0,1.0,7,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1892,36,Бирюлево Западное,7,12,1,косметический,1.0,0.0,1.0,5,Пражская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1893,35,Бибирево,10,16,1,косметический,1.0,0.0,1.0,1.5,Алтуфьево,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1894,35,Косино-Ухтомский,1,5,1,косметический,1.0,0.0,0.0,1.75,Лермонтовский проспект,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1895,33,Северное Измайлово,7,9,1,косметический,1.0,0.0,1.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1896,38,Ново-Переделкино,9,14,1,косметический,1.0,0.0,1.0,15,Юго-Западная,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1897,38,,6,18,1,евроремонт,0.0,0.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1898,36,Кузьминки,4,5,1,косметический,1.0,0.0,1.0,1.0,Рязанский проспект,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1899,35,Западное Дегунино,8,16,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1900,39,CTYPE,12,17,1,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1901,55,,15,17,2,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1902,26,Царицыно,6,9,1,косметический,1.0,0.0,0.0,0.8333333333333334,Царицыно,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1903,38,Орехово-Борисово Южное,7,9,1,косметический,1.0,0.0,0.0,1.25,Домодедовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1904,34,Южное Бутово,8,10,1,косметический,1.0,0.0,1.0,0.8333333333333334,Бунинская аллея,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1905,38,Северный,10,16,1,косметический,1.0,0.0,1.0,15,Алтуфьево,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1906,38,Северное Измайлово,1,12,1,косметический,1.0,0.0,0.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1907,360,Якиманка,10,10,5,дизайнерский,1.0,1.0,1.0,0.4166666666666667,Октябрьская,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1908,45,Ивановское,5,12,2,косметический,1.0,0.0,0.0,1.25,Новогиреево,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1909,54,Филевский парк,11,20,2,евроремонт,1.0,1.0,1.0,0.75,Филевский парк,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1910,47,Киевский,4,5,2,косметический,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1911,40,Раменки,12,17,1,косметический,1.0,0.0,0.0,5,Киевская,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1912,45,Рязановское,2,5,1,косметический,1.0,0.0,1.0,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1913,25,Новокосино,1,3,1,евроремонт,1.0,0.0,0.0,1.25,Новокосино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1914,30,Головинский,1,5,1,косметический,0.0,0.0,0.0,1.25,Речной вокзал,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1915,40,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,8,Выхино,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
"1916,""38,6"",,6,17,1,косметический,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0"
1917,31,Бутырский,5,5,1,косметический,1.0,0.0,0.0,0.5833333333333334,Тимирязевская,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1918,47,Рязановское,2,5,2,косметический,1.0,0.0,1.0,25,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1919,34,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1920,44,Ивановское,5,9,2,косметический,0.0,0.0,0.0,1.25,Новогиреево,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1921,30,Гольяново,8,9,1,косметический,1.0,0.0,0.0,2.0833333333333335,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1922,39,Некрасовка,14,17,1,косметический,0.0,0.0,1.0,10,Новокосино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1923,40,CTYPE,14,17,1,косметический,0.0,0.0,1.0,10,Выхино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1924,38,Ховрино,1,9,1,косметический,1.0,0.0,1.0,1.6666666666666667,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1925,38,Южное Бутово,16,16,1,косметический,0.0,0.0,1.0,7,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1926,40,Десёновское,9,17,1,косметический,0.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1927,32,Метрогородок,1,5,1,косметический,1.0,0.0,0.0,2,Бульвар Рокоссовского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1928,34,Дмитровский,6,9,1,косметический,1.0,0.0,1.0,9,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1929,39,Некрасовка,8,16,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1930,44,Алексеевский,7,8,1,косметический,1.0,0.0,0.0,1.9166666666666667,ВДНХ,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1931,40,Сосенское,17,18,1,косметический,1.0,0.0,1.0,10,Теплый Стан,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1932,21,Ярославский,3,5,1,косметический,1.0,0.0,0.0,15,ВДНХ,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1933,34,Головинский,3,5,1,косметический,1.0,0.0,1.0,0.9166666666666666,Водный стадион,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1934,42,CTYPE,2,17,1,евроремонт,1.0,0.0,1.0,3,Теплый Стан,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1935,28,Гольяново,4,9,1,косметический,1.0,0.0,0.0,2.4166666666666665,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1936,40,Южное Бутово,6,16,1,косметический,1.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1937,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.8333333333333334,Владыкино,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1938,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.9166666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1939,41,Западное Дегунино,5,12,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1940,37,Бирюлево Восточное,2,17,1,косметический,1.0,0.0,1.0,,Царицыно,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1941,32,Южное Бутово,13,14,1,косметический,0.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1942,32,Головинский,8,9,1,косметический,1.0,0.0,1.0,3,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1943,34,Тимирязевский,4,9,1,косметический,1.0,0.0,0.0,0.6666666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1944,41,Дмитровский,6,16,1,евроремонт,1.0,0.0,1.0,7,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1945,36,Бирюлево Западное,7,12,1,косметический,1.0,0.0,1.0,5,Пражская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1946,35,Бибирево,10,16,1,косметический,1.0,0.0,1.0,1.5,Алтуфьево,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1947,35,Косино-Ухтомский,1,5,1,косметический,1.0,0.0,0.0,1.75,Лермонтовский проспект,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1948,33,Северное Измайлово,7,9,1,косметический,1.0,0.0,1.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1949,38,Ново-Переделкино,9,14,1,косметический,1.0,0.0,1.0,15,Юго-Западная,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1950,38,,6,18,1,евроремонт,0.0,0.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1951,36,Кузьминки,4,5,1,косметический,1.0,0.0,1.0,1.0,Рязанский проспект,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1952,35,Западное Дегунино,8,16,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1953,39,CTYPE,12,17,1,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1954,55,,15,17,2,косметический,1.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1955,26,Царицыно,6,9,1,косметический,1.0,0.0,0.0,0.8333333333333334,Царицыно,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1956,38,Орехово-Борисово Южное,7,9,1,косметический,1.0,0.0,0.0,1.25,Домодедовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1957,34,Южное Бутово,8,10,1,косметический,1.0,0.0,1.0,0.8333333333333334,Бунинская аллея,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1958,38,Северный,10,16,1,косметический,1.0,0.0,1.0,15,Алтуфьево,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1959,38,Северное Измайлово,1,12,1,косметический,1.0,0.0,0.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1960,175,Таганский,7,7,3,дизайнерский,1.0,1.0,1.0,0.16666666666666666,Таганская,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1961,140,Черемушки,11,12,3,евроремонт,1.0,0.0,1.0,7,Новые Черемушки,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1962,40,Даниловский,8,9,1,евроремонт,1.0,1.0,1.0,0.08333333333333333,Тульская,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1963,47,Киевский,4,5,2,косметический,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1964,40,Раменки,12,17,1,косметический,1.0,0.0,0.0,5,Киевская,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1965,45,Рязановское,2,5,1,косметический,1.0,0.0,1.0,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1966,25,Новокосино,1,3,1,евроремонт,1.0,0.0,0.0,1.25,Новокосино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1967,30,Головинский,1,5,1,косметический,0.0,0.0,0.0,1.25,Речной вокзал,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1968,40,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,8,Выхино,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
"1969,""38,6"",,6,17,1,косметический,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0"
1970,31,Бутырский,5,5,1,косметический,1.0,0.0,0.0,0.5833333333333334,Тимирязевская,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1971,47,Рязановское,2,5,2,косметический,1.0,0.0,1.0,25,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1972,34,Некрасовка,6,17,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1973,44,Ивановское,5,9,2,косметический,0.0,0.0,0.0,1.25,Новогиреево,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1974,30,Гольяново,8,9,1,косметический,1.0,0.0,0.0,2.0833333333333335,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1975,39,Некрасовка,14,17,1,косметический,0.0,0.0,1.0,10,Новокосино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1976,40,CTYPE,14,17,1,косметический,0.0,0.0,1.0,10,Выхино,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1977,38,Ховрино,1,9,1,косметический,1.0,0.0,1.0,1.6666666666666667,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1978,38,Южное Бутово,16,16,1,косметический,0.0,0.0,1.0,7,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1979,40,Десёновское,9,17,1,косметический,0.0,0.0,1.0,20,Теплый Стан,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1980,32,Метрогородок,1,5,1,косметический,1.0,0.0,0.0,2,Бульвар Рокоссовского,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1981,34,Дмитровский,6,9,1,косметический,1.0,0.0,1.0,9,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1982,39,Некрасовка,8,16,1,косметический,1.0,0.0,1.0,5,Выхино,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1983,44,Алексеевский,7,8,1,косметический,1.0,0.0,0.0,1.9166666666666667,ВДНХ,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1984,40,Сосенское,17,18,1,косметический,1.0,0.0,1.0,10,Теплый Стан,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1985,21,Ярославский,3,5,1,косметический,1.0,0.0,0.0,15,ВДНХ,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1986,34,Головинский,3,5,1,косметический,1.0,0.0,1.0,0.9166666666666666,Водный стадион,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1987,42,CTYPE,2,17,1,евроремонт,1.0,0.0,1.0,3,Теплый Стан,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,28,Гольяново,4,9,1,косметический,1.0,0.0,0.0,2.4166666666666665,Щелковская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1989,40,Южное Бутово,6,16,1,косметический,1.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1990,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.8333333333333334,Владыкино,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1991,22,Марфино,4,5,1,косметический,1.0,0.0,0.0,0.9166666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1992,41,Западное Дегунино,5,12,1,косметический,1.0,0.0,1.0,5,Петровско-Разумовская,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1993,37,Бирюлево Восточное,2,17,1,косметический,1.0,0.0,1.0,,Царицыно,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1994,32,Южное Бутово,13,14,1,косметический,0.0,0.0,1.0,10,Бульвар Дмитрия Донского,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1995,32,Головинский,8,9,1,косметический,1.0,0.0,1.0,3,Речной вокзал,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1996,34,Тимирязевский,4,9,1,косметический,1.0,0.0,0.0,0.6666666666666666,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1997,41,Дмитровский,6,16,1,евроремонт,1.0,0.0,1.0,7,Петровско-Разумовская,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1998,36,Бирюлево Западное,7,12,1,косметический,1.0,0.0,1.0,5,Пражская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1999,35,Бибирево,10,16,1,косметический,1.0,0.0,1.0,1.5,Алтуфьево,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2000,35,Косино-Ухтомский,1,5,1,косметический,1.0,0.0,0.0,1.75,Лермонтовский проспект,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2001,33,Северное Измайлово,7,9,1,косметический,1.0,0.0,1.0,0.8333333333333334,Щелковская,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
