ID_rest;Rest_name;Cuisine;Price;Tags;Adress
/msk/restaurant/20561/;Кофемания;Кофейни;1500–2500 рублей;Бургеры,Паста,Стейки,Вок,Европейская кухня,Кофейни;Москва, Кудринская пл., 46/54, в здании Культурного центра им. Чайковского
/msk/restaurant/32793/; Uilliam?s;Авторская кухня;1500–2500 рублей;Паста,Стейки,Европейская кухня,Авторская кухня,Лучшие рестораны в Москве,Лучшие завтраки в Москве,Лучшие места на Патриарших,Рестораны, в которых надо бронировать стол,Лучшие итальянские рестораны;Москва, М.Бронная, 20а
/msk/restaurant/33030/;La bottega;Винотеки;1500–2500 рублей;Итальянская кухня,Бургеры,Пицца,Паста,Сэндвичи,Европейская кухня,Кафе,Бары,Винотеки,Где пить вино;Москва, Лесная, 5, БЦ «Белая площадь»
/msk/restaurant/16439/;Portu Atrium;Португальская кухня;1500–2500 рублей;Португальская кухня,Рыбные рестораны,Винотеки;Москва, Ленинский просп., 44
/msk/restaurant/61126/; Obed Bufet Арбат;Кафе;До 700 рублей;Паназиатская кухня,Русская кухня,Пицца,Паста,Суши,Вок,Европейская кухня,Кафе,Бары,Пекарни,Коктейльная карта,Лучшие рестораны в Москве,Куда пойти с детьми;Москва, Н.Арбат, 15
/msk/restaurant/26691/;Бенвенуто;Итальянская кухня;700–1500 рублей;Итальянская кухня,Пицца,Паста;Москва, Сретенский б-р, 6/1, стр.1, 1 этаж
/msk/restaurant/37471/;Воккер;Вок;До 700 рублей;Китайская кухня,Паназиатская кухня,Вок,Кафе,Фастфуд;Москва, 24-й км Ленинградского ш., ТЦ «Мега Химки»
/msk/restaurant/60202/;Паб Ло Пикассо;Гастропабы;1500–2500 рублей;Испанская кухня,Гастропабы,Караоке,Где есть мясо,Рестораны с испанской кухней,Где пить сидр;Москва, Славянская пл., 2
/msk/restaurant/24516/;Квартира 44;Кафе;700–1500 рублей;Европейская кухня,Кафе,Бары;Москва, М.Якиманка, 24, корп. 8
/msk/restaurant/16672/;Ноев ковчег;Армянская кухня;1500–2500 рублей;Армянская кухня,Хинкали,Хачапури,Стейки,Европейская кухня,Кондитерские,Банкетные залы,Где встретить Новый год,Ресторанная программа Visa Premium;Москва, М.Ивановский пер., 9
/msk/restaurant/18439/;Mr. Help & Friends;Бары;700–1500 рублей;Мексиканская кухня,Бургеры,Паста,Сэндвичи,Европейская кухня,Бары,Коктейльная карта,Ресторанная программа Visa Premium,Лучшие бары Москвы,Где смотреть футбол в Москве;Москва, 1-я Тверская-Ямская, 27, 2 этаж
/msk/restaurant/36755/;Прожектор;Коктейльная карта;1500–2500 рублей;Паста,Сэндвичи,Стейки,Кальяны,Европейская кухня,Бары,Коктейльная карта,Лучшие бары Москвы,Где поесть ночью;Москва, Славянская пл., 2/5/4, стр. 3
/msk/restaurant/60175/;Babetta Caf?;Кафе;700–1500 рублей;Итальянская кухня,Пицца,Паста,Европейская кухня,Кафе,Где есть пиццу;Москва, Мясницкая, 15
/msk/restaurant/16214/;Ecle;Итальянская кухня;1500–2500 рублей;Итальянская кухня,Паста,Стейки,Европейская кухня;Москва, Октябрьская, 5
/msk/restaurant/44477/;Пряности & Радости;Грузинская кухня;700–1500 рублей;Грузинская кухня,Хинкали,Хачапури,Кальяны,Чебуреки,Европейская кухня,Кафе,Лучшая шаурма;Москва, Цветной б-р, 26
/msk/restaurant/28265/;Filial;Кафе;700–1500 рублей;Паста,Сэндвичи,Европейская кухня,Кафе;Москва, Кривоколенный пер., 3, стр. 1
/msk/restaurant/22832/;Линдфорс;Пироги;До 700 рублей;Русская кухня,Пироги,Кафе;Москва, М.Пироговская, 16
/msk/restaurant/18757/;Goodman;Стейки;1500–2500 рублей;Американская кухня,Бургеры,Стейки,Европейская кухня,Винотеки;Москва, пл. Киевского Вокзала, 2, ТРЦ «Европейский», 3 этаж
/msk/restaurant/28888/;Пион;Кафе;1500–2500 рублей;Итальянская кухня,Бургеры,Пицца,Паста,Сэндвичи,Европейская кухня,Кафе;Москва, Кутузовский просп., 21, в кинотеатре «Пионер»
/msk/restaurant/59042/;Cook'kareku;Кафе;700–1500 рублей;Вегетарианское меню,Европейская кухня,Кафе,Где поесть ночью,Лучшие завтраки в Москве,Рестораны, в которых надо бронировать стол;Москва, Садовая-Кудринская, 9, стр. 4
/msk/restaurant/77311/; Воронеж;Стейки;1500–2500 рублей;Русская кухня,Бургеры,Сэндвичи,Стейки,Европейская кухня,Кулинарии,Бары,Лучшие рестораны в Москве,Где пить водку,Лучшие завтраки в Москве,Где есть устриц,Лучшие стейки,Где есть мясо,Где есть пельмени;Москва, Пречистенка, 4, 2 этаж
/msk/restaurant/18576/;Рыбацкая деревня;Рыбные рестораны;1500–2500 рублей;Русская кухня,Европейская кухня,Рыбные рестораны,Лучшие рыбные рестораны;Москва, просп. Мира, 119, ВДНХ, павильон 259
/msk/restaurant/41867/;Les;Кофейни;До 700 рублей;Сэндвичи,Европейская кухня,Кафе,Кофейни,Где пить кофе;Москва, Рождественский б-р, 10/7
/msk/restaurant/46513/;Beatrice;0;0;Европейская кухня,Винотеки;Москва, Благовещенский пер., 1а
/msk/restaurant/218816/;Marketplace;Кафе;До 700 рублей;Итальянская кухня,Китайская кухня,Паста,Сэндвичи,Вок,Европейская кухня,Кафе,Фастфуд,Лучшие новые рестораны,Лучшие места с дешевой едой,Куда пойти с детьми;Москва, Мясницкая, 13, стр. 3
/msk/restaurant/27907/;Torro Grill;Стейки;1500–2500 рублей;Американская кухня,Бургеры,Стейки,Европейская кухня,Бары,Винотеки,Коктейльная карта,Где поесть ночью,Где есть бургеры,Лучшие стейки,Где есть мясо;Москва, Лесная, 5б, БЦ «Белая площадь»
/msk/restaurant/18377/;Бакинский дворик;Азербайджанская кухня;700–1500 рублей;Азербайджанская кухня,Русская кухня,Европейская кухня,Где поесть ночью;Москва, просп. Академика Сахарова, 10а
/msk/restaurant/28960/;Бакинский бульвар ;Азербайджанская кухня;1500–2500 рублей;Азербайджанская кухня,Русская кухня,Кальяны,Европейская кухня,Куда пойти с бабушкой и дедушкой,Где есть мясо;Москва, просп. Андропова, влад. 21а
/msk/restaurant/59461/;Хон Гиль Дон;Китайская кухня;700–1500 рублей;Китайская кухня,Вок,Бары,Лучшие рестораны со скидкой по нашей карте,Лучшие бары Москвы,Где лечить похмелье,Рестораны с паназиатской кухней;Москва, Серафимовича, 2
/msk/restaurant/21193/;Шоколадное ателье;Кондитерские;До 700 рублей;Кофейни,Кондитерские,Лучшие кондитерские;Москва, Покровка, 40
/msk/restaurant/16484/;Porto maltese;Рыбные рестораны;Больше 2500 рублей;Итальянская кухня,Средиземноморская кухня,Пицца,Паста,Рыбные рестораны,Винотеки;Москва, Б.Спасская, 8, стр. 1
/msk/restaurant/24757/;Modus Caf?;Итальянская кухня;1500–2500 рублей;Итальянская кухня,Русская кухня,Японская кухня,Пицца,Паста,Суши,Европейская кухня,Ресторанная программа Visa Premium;Москва, 1-й Тружеников пер., влад. 4
/msk/restaurant/46831/;Good Enough;Кофейни;До 700 рублей;Европейская кухня,Кафе,Кофейни,Лучшие гастрономиче­ские стартапы,Лучший фастфуд,Лучшие завтраки в Москве,Где пить кофе,Лучшее мороженое;Москва, Садовая-Триумфальная, 4/10
/msk/restaurant/32665/;Lambic;Пивные рестораны;700–1500 рублей;Бельгийская кухня,Стейки,Европейская кухня,Бары,Пивные рестораны,Где пить пиво;Москва, Воронцово Поле, 11/32
/msk/restaurant/22520/;Correa's;Средиземноморская кухня;700–1500 рублей;Средиземноморская кухня,Пицца,Паста,Сэндвичи,Европейская кухня;Москва, Б.Грузинская, 32
/msk/restaurant/22483/;Coffee Bean;Кофейни;До 700 рублей;Кофейни,Кондитерские,Где пить кофе;Москва, Пятницкая, 5, стр. 1
/msk/restaurant/32707/;Водный;Рестораны у воды;1500–2500 рублей;Грузинская кухня,Итальянская кухня,Японская кухня,Хинкали,Хачапури,Пицца,Паста,Суши,Кальяны,Европейская кухня;Москва, Ленинградское ш., 39, стр. 6, на территории Royal Yacht Club
/msk/restaurant/26780/;Zafferano;Азербайджанская кухня;1500–2500 рублей;Азербайджанская кухня,Европейская кухня,Ресторанная программа Visa Premium,Где есть плов;Москва, Новинский б-р, 8, ТЦ Lotte Plaza, 3 этаж
/msk/restaurant/21140/;Венеция;Итальянская кухня;700–1500 рублей;Итальянская кухня,Пицца,Паста;Москва, Страстной б-р, 4, стр. 3
/msk/restaurant/29593/;Образ жизни ;Вегетарианское меню;700–1500 рублей;Арабская кухня,Еврейская кухня,Французская кухня,Вегетарианское меню,Гастропабы,Винотеки,Коктейльная карта,Где есть форшмак,Рестораны с еврейской кухней,Лучшие вегетарианские места;Москва, Пречистенка, 40/2, стр. 2
/msk/restaurant/20486/;Parisienne;Французская кухня;Больше 2500 рублей;Французская кухня,Европейская кухня;Москва, Ленинградский просп., 31, стр. 9
/msk/restaurant/62478/;19 Bar & Atmosphere;Бары;700–1500 рублей;Итальянская кухня,Европейская кухня,Бары,Гастропабы,Коктейльная карта,Лучшие бары Москвы;Москва, Покровка, 19
/msk/restaurant/16515/;Pancho Villa;Мексиканская кухня;1500–2500 рублей;Мексиканская кухня,Стейки,Латиноамериканская кухня,Коктейльная карта,Концерты;Москва, Б.Якиманка, 52
/msk/restaurant/20258/;Под мухой;Бары;До 700 рублей;Бары,Коктейльная карта;Москва, Страстной б-р, 6, стр. 2
/msk/restaurant/32663/;Pizza Express;Пицца;700–1500 рублей;Итальянская кухня,Пицца,Паста,Где поесть ночью,Где есть пиццу;Москва, Тверская, 17
/msk/restaurant/35810/;I Like Bar;Кафе;700–1500 рублей;Японская кухня,Пицца,Паста,Суши,Кальяны,Вок,Европейская кухня,Кафе,Бары,Винотеки,Коктейльная карта,Где есть форшмак;Москва, Шухова, 21
/msk/restaurant/173574/;JAM Club. Джем-клуб Андрея Макаревича;Грузинская кухня;700–1500 рублей;Грузинская кухня,Хинкали,Хачапури,Европейская кухня,Лучшие рестораны со скидкой по нашей карте;Москва, Сретенка, 11
/msk/restaurant/30252/;Tutti i giorni;Итальянская кухня;1500–2500 рублей;Итальянская кухня,Средиземноморская кухня,Пицца,Паста;Москва, Воротынская, 15
/msk/restaurant/18763/;Bistrot;Итальянская кухня;Больше 2500 рублей;Итальянская кухня,Средиземноморская кухня,Пицца,Паста,Винотеки,Коктейльная карта;Москва, Б.Саввинский пер., 12, стр. 2
/msk/restaurant/46268/;Вай мэ!;Грузинская кухня;До 700 рублей;Грузинская кухня,Хинкали,Хачапури,Кафе,Фастфуд,Лучшие грузинские рестораны Москвы;Москва, Гжельский пер., 19, стр. 2
/msk/restaurant/36287/;Ribambelle Vremena Goda;Кафе;1500–2500 рублей;Паста,Сэндвичи,Европейская кухня,Кафе;Москва, Кутузовский просп., 48, галереи «Времена года», 3 этаж
/msk/restaurant/290755/;Южане;Стейки;1500–2500 рублей;Русская кухня,Бургеры,Стейки,Европейская кухня,Где пить настойки,Рестораны с новой русской кухней,Где есть бургеры,Где есть мясо;Москва, просп. Академика Сахарова, 10
/msk/restaurant/18868/;Квартира 44;Кафе;700–1500 рублей;Европейская кухня,Кафе,Бары;Москва, Б.Никитская, 22/2, вход из Хлыновского тупика, в арке
/msk/restaurant/17765/;Академия;Итальянская кухня;1500–2500 рублей;Итальянская кухня,Японская кухня,Пицца,Паста,Суши,Стейки,Кафе;Москва, Б.Бронная, 2/6
/msk/restaurant/14983/;Прованс;Французская кухня;1500–2500 рублей;Итальянская кухня,Средиземноморская кухня,Французская кухня,Паста,Ресторанная программа Visa Premium;Москва, 1-й Обыденский пер., 9/12
/msk/restaurant/17483/;Колбасофф;Пивные рестораны;700–1500 рублей;Бургеры,Пельмени,Европейская кухня,Бары,Пивные рестораны,Спортбары;Москва, Мичуринский просп., Олимпийская деревня, 3, корп. 1, ТРЦ «Фестиваль»
/msk/restaurant/60012/;Grill & Gyros;Фастфуд;До 700 рублей;Греческая кухня,Сэндвичи,Кафе,Фастфуд,Лучший фастфуд;Москва, 1-й Хорошевский пр., 12, корп. 1
/msk/restaurant/46510/;Нани;Грузинская кухня;700–1500 рублей;Грузинская кухня,Хинкали,Хачапури,Лучшие грузинские рестораны Москвы;Москва, М.Дмитровка, 20
/msk/restaurant/28745/;Kinki;Японская кухня;Больше 2500 рублей;Японская кухня,Суши;Москва, Осенняя, 11
/msk/restaurant/20644/;Хаджурао;Индийская кухня;700–1500 рублей;Индийская кухня,Вегетарианское меню;Москва, Шмитовский пр., 14
/msk/restaurant/74595/;Soho Rooms;Бары;Больше 2500 рублей;Итальянская кухня,Японская кухня,Пицца,Паста,Суши,Вок,Европейская кухня,Бары,Караоке,Коктейльная карта;Москва, Саввинская наб., 12, стр. 8
/msk/restaurant/28973/;Katie O'Shea's;Бары;700–1500 рублей;Бургеры,Сэндвичи,Стейки,Европейская кухня,Английская кухня,Бары,Пивные рестораны,Спортбары,Пабы,Коктейльная карта;Москва, просп. Мира, 26, стр. 5
/msk/restaurant/33292/;Брудер;Пивные рестораны;700–1500 рублей;Бургеры,Пицца,Паста,Кальяны,Европейская кухня,Пивные рестораны,Спортбары;Москва, Бутырская, 46, стр. 1
/msk/restaurant/28959/;Бакинский бульвар ;Азербайджанская кухня;1500–2500 рублей;Азербайджанская кухня,Русская кухня,Кальяны,Европейская кухня;Мытищи, Университетская, 9
/msk/restaurant/38418/;Йоркшир;Пабы;1500–2500 рублей;Стейки,Европейская кухня,Английская кухня,Пабы;Москва, Варшавское ш., 94
/msk/restaurant/25650/;Starbucks;Кофейни;До 700 рублей;Сэндвичи,Европейская кухня,Кофейни;Москва, Арбат, 19
/msk/restaurant/47491/;Все твои друзья;Бары;До 700 рублей;Кафе,Бары,Спортбары,Где пить крафтовое пиво;Москва, М.Гнездниковский пер., 12/27, магазин «Просто так»
/msk/restaurant/16486/;Goodman;Стейки;1500–2500 рублей;Американская кухня,Бургеры,Стейки,Европейская кухня,Кафе,Винотеки;Москва, Новинский б-р, 31, ТДЦ «Новинский пассаж», 2 этаж
/msk/restaurant/31960/;Хинкальная на Неглинной;Грузинская кухня;700–1500 рублей;Грузинская кухня,Хинкали,Хачапури,Кальяны,Кафе,Где поесть ночью,Лучшие хинкали в Москве;Москва, Неглинная, 15
/msk/restaurant/36041/;Terrine;0;0;Банкетные залы,Где отметить праздник;Москва, Зубовский б-р, 4
/msk/restaurant/17608/;Эль гаучо;Стейки;Больше 2500 рублей;Аргентинская кухня,Стейки,Винотеки,Лучшие стейки,Где есть мясо;Москва, Садовая-Триумфальная, 4/10
/msk/restaurant/60241/;Мюсли;0;0;Европейская кухня,Ресторанная программа Visa Premium,Рестораны с новой русской кухней,Лучшие завтраки в Москве,Рестораны, в которых надо бронировать стол,Куда идти с иностранцем,Где есть пельмени;Москва, Котельническая наб., 1/15
/msk/restaurant/28401/;Кофемания;Кофейни;1500–2500 рублей;Бургеры,Паста,Стейки,Вок,Европейская кухня,Кофейни;Москва, Трубная пл., 2, ТЦ «Неглинная плаза»
/msk/restaurant/45152/;Высота 5642;Адыгская кухня;1500–2500 рублей;Грузинская кухня,Хинкали,Хачапури,Адыгская кухня,Где есть горячие супы,Куда пойти с бабушкой и дедушкой;Москва, Б.Черкасский пер., 15–17, стр. 1
/msk/restaurant/175538/;Северяне;0;0;Русская кухня,Европейская кухня,Где есть пастрами в Москве;Москва, Б.Никитская, 12
/msk/restaurant/48999/;Бельгийская брассери 0,33;Пивные рестораны;700–1500 рублей;Бельгийская кухня,Европейская кухня,Пивные рестораны,Пабы,Где пить пиво,Где пить крафтовое пиво;Москва, Садовая-Спасская, 17/2, вход из Орликова переулка
/msk/restaurant/59214/;One Teaspoon Caf?;Кафе;До 700 рублей;Сэндвичи,Европейская кухня,Кафе,Кондитерские,Пекарни;Москва, Яузский б-р, 14/8
/msk/restaurant/61636/;Friendly Bar & Kitchen;Бары;700–1500 рублей;Итальянская кухня,Пицца,Паста,Сэндвичи,Стейки,Европейская кухня,Бары,Коктейльная карта,Лучшие рестораны со скидкой по нашей карте;Москва, Мичуринский просп., 27, ТЦ «Тиара»
/msk/restaurant/46502/;Воккер;Вок;До 700 рублей;Китайская кухня,Паназиатская кухня,Вок,Вегетарианское меню,Кафе,Фастфуд,Лучшие места в садах и парках;Москва, Сокольнический Вал, 1, в парке «Сокольники», слева от главного входа
/msk/restaurant/48347/;Beermarket;Бары;До 700 рублей;Бары,Пивные рестораны,Где пить крафтовое пиво;Москва, Страстной б-р, 4, стр. 2
/msk/restaurant/29489/;Kabuki;Японская кухня;700–1500 рублей;Паназиатская кухня,Тайская кухня,Японская кухня,Суши,Кальяны,Вок,Европейская кухня,Коктейльная карта;Москва, Земляной Вал, 33, ТРК «Атриум», 4 этаж
/msk/restaurant/23600/;Goodman;Стейки;1500–2500 рублей;Американская кухня,Бургеры,Стейки,Европейская кухня,Винотеки;Москва, Щукинская, 42, ТРК «Щука»
/msk/restaurant/16513/; La Mar?e;Рыбные рестораны;Больше 2500 рублей;Итальянская кухня,Средиземноморская кухня,Французская кухня,Паста,Стейки,Рыбные рестораны,Винотеки,Лучшие рестораны в Москве,Где есть устриц,Лучшие рыбные рестораны;Москва, Петровка, 28, стр. 1
/msk/restaurant/18687/;Арарат;Армянская кухня;Больше 2500 рублей;Армянская кухня;Москва, Неглинная, 4, гостиница «Арарат Парк Хаятт Москва», 1 этаж
/msk/restaurant/26434/;Aozora;Японская кухня;1500–2500 рублей;Японская кухня,Суши,Вок,Где есть суши;Москва, Ленинский просп., 38, гостиница «Спутник», 1 этаж
/msk/restaurant/30259/;Pizza Peppe;Пицца;700–1500 рублей;Итальянская кухня,Пицца,Европейская кухня,Кафе,Бары;Москва, Газетный пер., 9, стр. 2
/msk/restaurant/62475/;Жига-дрыга;Бары;До 700 рублей;Европейская кухня,Бары,Коктейльная карта,Лучшие рестораны со скидкой по нашей карте,Лучшие бары Москвы,Где пить горячий алкоголь;Москва, Пятницкая, 62, стр. 3
/msk/restaurant/22793/;Барашка;Азербайджанская кухня;1500–2500 рублей;Азербайджанская кухня,Хачапури,Кальяны,Европейская кухня;Москва, Н.Арбат, 21, стр. 1
/msk/restaurant/28630/;Чайка;Бары;1500–2500 рублей;Паста,Стейки,Кальяны,Европейская кухня,Бары,Винотеки;Москва, Марксистская, 7
/msk/restaurant/34066/;Мясо;Стейки;Больше 2500 рублей;Паста,Стейки,Европейская кухня,Винотеки,Ресторанная программа Visa Premium,Лучшие стейки,Где есть мясо;Москва, Куусинена, 4а/1
/msk/restaurant/34786/;Братья Караваевы;Кулинарии;До 700 рублей;Сэндвичи,Пироги,Европейская кухня,Кафе,Кондитерские,Кулинарии,Пекарни;Москва, Тимура Фрунзе, 11, стр. 7, ДК «Красная роза»
/msk/restaurant/39790/;Zupperia;Кафе;До 700 рублей;Итальянская кухня,Вегетарианское меню,Европейская кухня,Кафе;Москва, Садовая-Самотечная, 20
/msk/restaurant/29641/;Punch & Judy;Пабы;700–1500 рублей;Европейская кухня,Английская кухня,Пивные рестораны,Спортбары,Пабы,Где смотреть футбол в Москве;Москва, Пятницкая, 6/1
/msk/restaurant/45731/;Бизон;Стейки;Больше 2500 рублей;Американская кухня,Стейки,Европейская кухня,Винотеки,Где есть мясо;Москва, Цветной б-р, 2, БЦ «Легенда Цветного»
/msk/restaurant/59453/;Fumisawa Sushi;Японская кухня;Больше 2500 рублей;Японская кухня,Суши,Стейки,Где пить настойки,Где есть суши;Москва, Петровка, 5, ТЦ «Берлинский дом»
/msk/restaurant/47826/;Blacksmith Irish Pub;Пабы;700–1500 рублей;Бургеры,Европейская кухня,Пивные рестораны,Пабы;Москва, Рочдельская, 15, стр. 30
/msk/restaurant/60325/;Grape;Винотеки;1500–2500 рублей;Европейская кухня,Винотеки,Ресторанная программа Visa Premium;Москва, М.Никитская, 16
/msk/restaurant/173147/;Wino Bar;Винотеки;700–1500 рублей;Итальянская кухня,Стейки,Кафе,Бары,Винотеки,Коктейльная карта,Где пить вино;Москва, Марксистская, 20/1
/msk/restaurant/24466/;Филимонова и Янкель;Рыбные рестораны;1500–2500 рублей;Европейская кухня,Рыбные рестораны,Винотеки;Москва, Профсоюзная, 45
/msk/restaurant/44733/;Cheapside;Бургеры;1500–2500 рублей;Американская кухня,Бургеры,Кафе,Бары,Где есть бургеры;Москва, Лесная, 9, БЦ «Белые сады»
/msk/restaurant/46184/;Хачапури;Грузинская кухня;700–1500 рублей;Грузинская кухня,Куда пойти с детьми;Москва, Кривоколенный пер., 10, стр. 5
/msk/restaurant/47775/;Zinger Grill;Стейки;700–1500 рублей;Бургеры,Пицца,Стейки,Европейская кухня,Коктейльная карта,Где есть бургеры;Москва, Арбат, 12, стр. 2
/msk/restaurant/36413/;La bottega siciliana;Итальянская кухня;1500–2500 рублей;Итальянская кухня,Пицца,Паста,Стейки,Где есть пиццу,Лучшие итальянские рестораны,Лучшее мороженое;Москва, Охотный Ряд, 2, ТГ «Модный сезон», 1 этаж
/msk/restaurant/33883/; Saperavi Caf?;Грузинская кухня;700–1500 рублей;Грузинская кухня,Хинкали,Хачапури,Бургеры,Кафе,Лучшие рестораны в Москве,Куда пойти с бабушкой и дедушкой,Где лечить похмелье,Лучшие грузинские рестораны Москвы;Москва, 1-я Тверская-Ямская, 27
/msk/restaurant/32586/;Гончаров;Кафе;700–1500 рублей;Азербайджанская кухня,Арабская кухня,Русская кухня,Европейская кухня,Кафе;Москва, Петровско-Разумовский пр., 16
/msk/restaurant/46934/;Ribambelle Green;Кафе;1500–2500 рублей;Пицца,Паста,Вегетарианское меню,Кафе,Где заказать кейтеринг в Москве,Куда пойти с детьми,Лучшие места в садах и парках;Москва, Ботанический пер., 5, отель Garden Embassy
/msk/restaurant/29562/; Булка;Пекарни;700–1500 рублей;Кофейни,Кондитерские,Пекарни,Лучшие рестораны в Москве,Лучшее мороженое;Москва, Б.Грузинская, 69
/msk/restaurant/34507/;Воккер;Вок;До 700 рублей;Китайская кухня,Паназиатская кухня,Вок,Кафе,Фастфуд;Москва, Крымский Вал, 9, стр. 8, в парке Горького
/msk/restaurant/43494/; The Burger Brothers;Бургеры;До 700 рублей;Американская кухня,Бургеры,Кафе,Фастфуд,Лучшие рестораны в Москве,Лучшие места с дешевой едой,Лучшие гастрономиче­ские стартапы,Лучший фастфуд,Где есть бургеры;Москва, 1-й Тверской-Ямской пер., 11
/msk/restaurant/75770/; M?S;Гастропабы;1500–2500 рублей;Европейская кухня,Скандинавская кухня,Гастропабы,Лучшие рестораны в Москве,Рестораны, в которых надо бронировать стол;Москва, Трубецкая, 10
/msk/restaurant/20671/;Лусюнь;Китайская кухня;700–1500 рублей;Китайская кухня,Вок,Кафе,Лучшие китайские рестораны;Москва, Кржижановского, 18, корп. 1
/msk/restaurant/29850/;Di campagna;Итальянская кухня;Больше 2500 рублей;Итальянская кухня,Пицца,Паста,Винотеки,Коктейльная карта;Жуковка, 9-й км Рублево-Успенского ш., дер. Жуковка, 74, стр. 1
/msk/restaurant/36916/;Daddy Pub;Пабы;700–1500 рублей;Европейская кухня,Английская кухня,Пивные рестораны,Пабы;Москва, Солдатская, 6а
/msk/restaurant/218554/;Cutfish;Японская кухня;1500–2500 рублей;Японская кухня,Суши,Лучшие новые рестораны,Лучшие места на Патриарших,Где есть суши;Москва, Б.Козихинский пер., 17
/msk/restaurant/32829/;Голубка;Кафе;1500–2500 рублей;Русская кухня,Паста,Пироги,Европейская кухня,Кафе,Кондитерские,Кулинарии,Пекарни,Лучшие рестораны со скидкой по нашей карте;Москва, Б.Пироговская, 53/55
/msk/restaurant/24856/;Мари Ванна;Русская кухня;1500–2500 рублей;Русская кухня,Пироги,Пельмени,Лучшие рестораны со скидкой по нашей карте,Где есть горячие супы,Где есть оливье,Куда пойти с бабушкой и дедушкой,Где пить водку,Где есть форшмак,Лучшие места на Патриарших;Москва, Спиридоньевский пер., 10а
/msk/restaurant/43458/;Crabs Are Coming;Кафе;700–1500 рублей;Рыбные рестораны,Кафе,Лучшие гастрономиче­ские стартапы;Москва, Б.Никитская, 23/14/9
/msk/restaurant/21143/;Goodman;Стейки;1500–2500 рублей;Американская кухня,Бургеры,Стейки,Европейская кухня,Винотеки;Москва, Б.Тульская, 13, ТРЦ «Ереван-плаза», 2 этаж
/msk/restaurant/60035/;Greene King;Гастропабы;1500–2500 рублей;Английская кухня,Пабы,Гастропабы,Коктейльная карта,Ресторанная программа Visa Premium,Рестораны с британской кухней;Москва, Мытная, 7, стр. 1
/msk/restaurant/173599/;La stanza;Винотеки;700–1500 рублей;Средиземноморская кухня,Европейская кухня,Бары,Винотеки,Лучшие бары Москвы,«Барная карта» радио «Серебряный дождь»,Где пить вино,Рестораны с испанской кухней;Москва, Кузнецкий Мост, 21/5
/msk/restaurant/312633/;D.O.M.E. 1722;0;0;Европейская кухня;Москва, Комсомольский просп., 13
/msk/restaurant/29843/;Дорогая, я перезвоню...;Бары;700–1500 рублей;Европейская кухня,Бары,Коктейльная карта;Москва, Б.Строченовский пер., 7
/msk/restaurant/259280/;Meatless;Кафе;700–1500 рублей;Американская кухня,Бургеры,Кафе,Лучшие новые рестораны,Где поесть ночью,Где есть бургеры,Где есть мясо;Москва, Пятницкая, 26
/msk/restaurant/21166/;Shishas Lounge Bar;Бары;700–1500 рублей;Итальянская кухня,Японская кухня,Бургеры,Пицца,Паста,Суши,Сэндвичи,Стейки,Кальяны,Европейская кухня,Кафе,Бары,Коктейльная карта,Лучшие рестораны со скидкой по нашей карте;Москва, Поварская, 52/55, стр. 2
/msk/restaurant/16675/;Sally O'Brien’s;Пабы;700–1500 рублей;Бургеры,Сэндвичи,Европейская кухня,Бары,Пабы,Коктейльная карта,Где пить пиво,Лучшие ирландские пабы;Москва, Б.Полянка, 1/3
/msk/restaurant/33312/;Жуковка;Итальянская кухня;1500–2500 рублей;Итальянская кухня,Средиземноморская кухня,Пицца,Паста,Стейки,Кальяны,Европейская кухня,Винотеки;Москва, просп. Маршала Жукова, 41, корп. 1
/msk/restaurant/151051/;Рыбы нет;Стейки;1500–2500 рублей;Бургеры,Стейки,Европейская кухня,Где есть пастрами в Москве,Где есть устриц;Москва, Никольская, 12, гостиница The St. Regis Moscow Nikolskaya, 1 этаж
/msk/restaurant/48655/;Nude. Coffee & Wine Bar;Кафе;До 700 рублей;Сэндвичи,Европейская кухня,Кафе,Кофейни,Где пить кофе,Лучшие места на Патриарших;Москва, Спиридоновка, 24/1
/msk/restaurant/37340/;Трикстер;Кафе;700–1500 рублей;Европейская кухня,Кафе;Москва, Ст.Басманная, 9, корп. 1
/msk/restaurant/46520/;Shaggy Dog;Бары;700–1500 рублей;Европейская кухня,Бары,Коктейльная карта;Москва, Льва Толстого, 5/1
/msk/restaurant/76656/;Chef;Стейки;Больше 2500 рублей;Бургеры,Стейки,Европейская кухня,Бары,Где поесть ночью;Москва, Кутузовский просп., 2/1, стр. 6, в Конгресс-парке гостиницы «Radisson Royal Москва»
/msk/restaurant/139612/;Plum;0;0;Паста,Кальяны,Европейская кухня,Кондитерские,Бары,Лучшие рестораны со скидкой по нашей карте,Ресторанная программа Visa Premium;Москва, Серпуховский Вал, 17
/msk/restaurant/173328/;Mercedes Bar;Бары;Больше 2500 рублей;Японская кухня,Суши,Европейская кухня,Бары,Коктейльная карта,Рестораны с видом на Москву;Москва, Кутузовский просп., 2/1, стр. 1, гостиница «Radisson Royal Москва», 31 этаж
/msk/restaurant/175358/;Маленькая пекарня Журавлевых;Пекарни;До 700 рублей;Кофейни,Кондитерские,Пекарни;Москва, Автозаводская, 8
/msk/restaurant/270183/;Пироги, вино и гусь;Кафе;700–1500 рублей;Русская кухня,Европейская кухня,Кафе,Ресторанная программа Visa Premium;Москва, Цветной б-р, 23
