ID_rest;Rest_name;Cuisine;Price;Tags;Adress
/msk/restaurant/15958/;Beermarket;Пивные рестораны;700–1500 рублей;Немецкая кухня,Бургеры,Стейки,Европейская кухня,Пивные рестораны,Банкетные залы,Караоке,Ресторанная программа Visa Premium;Москва, Бутырская, 69
/msk/restaurant/218258/;Grammy's;Караоке;1500–2500 рублей;Европейская кухня,Бары,Караоке;Москва, Кутузовский просп., 2/1, стр. 6, в Конгресс-парке гостиницы «Radisson Royal Москва»
/msk/restaurant/19998/;Via Романо;Итальянская кухня;1500–2500 рублей;Итальянская кухня,Пицца,Паста,Европейская кухня;Москва, Лавочкина, 34
/msk/restaurant/75769/; Lao Lee Caf?;Вьетнамская кухня;До 700 рублей;Вьетнамская кухня,Вок,Кафе,Стритфуд,Лучшие рестораны в Москве,Лучшие гастрономиче­ские стартапы,Рестораны с паназиатской кухней;Москва, Миусская пл., 9, стр. 11
/msk/restaurant/42248/; Double B;Кофейни;До 700 рублей;Кофейни,Лучшие рестораны в Москве,Где пить кофе;Москва, Милютинский пер., 3
/msk/restaurant/60163/;Лейка;Кафе;700–1500 рублей;Итальянская кухня,Русская кухня,Бургеры,Паста,Европейская кухня,Кафе;Москва, Головинское ш., 5, ТЦ «Водный», 3 этаж
/msk/restaurant/74038/;Let's Rock Bar;Бары;700–1500 рублей;Бургеры,Паста,Сэндвичи,Кальяны,Европейская кухня,Бары,Коктейльная карта,Ресторанная программа Visa Premium;Москва, Кузнецкий Мост, 4
/msk/restaurant/47066/;Винный базар на Комсомольском;0;0;Кафе,Винотеки,Где пить вино,Где пить российские вина;Москва, Комсомольский просп., 14/1, корп. 2
/msk/restaurant/140263/;Kutuzovskiy 5;Русская кухня;1500–2500 рублей;Русская кухня,Пироги,Ресторанная программа Visa Premium,Где пить горячий алкоголь;Москва, Кутузовский просп., 5
/msk/restaurant/47865/;Натахтари на Маросейке;Грузинская кухня;700–1500 рублей;Грузинская кухня,Хинкали,Хачапури,Кафе,Лучшие рестораны со скидкой по нашей карте,Лучшие грузинские рестораны Москвы,Где отметить праздник;Москва, Маросейка, 6/8, стр. 1
/msk/restaurant/40916/;Lumberjack Bar;Бары;1500–2500 рублей;Американская кухня,Бургеры,Сэндвичи,Европейская кухня,Бары,Рюмочные,Винотеки,Коктейльная карта,Лучшие бары Москвы,Где есть бургеры;Москва, Б.Спасоглинищевский пер., 3, стр. 5
/msk/restaurant/39327/; Энтузиаст;Кафе;До 700 рублей;Американская кухня,Бургеры,Сэндвичи,Кафе,Концерты,Лучшие рестораны в Москве,Где пить пиво,Где пить крафтовое пиво;Москва, Столешников пер., 7, стр. 5
/msk/restaurant/61187/;Mitzva Bar;Бары;700–1500 рублей;Еврейская кухня,Бары,Лучшие бары Москвы,«Барная карта» радио «Серебряный дождь»,Где есть форшмак,Рестораны с еврейской кухней,Рестораны, в которых надо бронировать стол;Москва, Пятницкая, 3/4, стр. 1
/msk/restaurant/44778/;Kon-Tiki;Бары;700–1500 рублей;Паста,Стейки,Европейская кухня,Карибская кухня,Латиноамериканская кухня,Бары,Коктейльная карта;Москва, Рождественка, 5/7, стр. 2
/msk/restaurant/42305/;Дарбази;Грузинская кухня;1500–2500 рублей;Грузинская кухня,Хинкали,Хачапури,Кафе,Куда пойти с бабушкой и дедушкой,Лучшие грузинские рестораны Москвы,Где отметить праздник;Москва, Николоямская, 16/2
/msk/restaurant/44672/;Wine Religion;Гастропабы;1500–2500 рублей;Авторская кухня,Гастропабы,Винотеки,Где пить вино,Где пить российские вина,Куда идти с иностранцем;Москва, Мичуринский просп., 16
/msk/restaurant/47322/; Sito;Греческая кухня;До 700 рублей;Греческая кухня,Вегетарианское меню,Кафе,Лучшие рестораны в Москве;Москва, Крымская наб., 10, корабль «Брюсов»
/msk/restaurant/36026/; Сайгон;Вьетнамская кухня;700–1500 рублей;Вьетнамская кухня,Японская кухня,Суши,Кафе,Лучшие рестораны в Москве;Москва, Б.Грузинская, 39
/msk/restaurant/38799/;Йоркшир;Пабы;1500–2500 рублей;Пицца,Паста,Стейки,Европейская кухня,Английская кухня,Пабы;Москва, Гризодубовой, 4, корп. 1
/msk/restaurant/28264/;Ласточка;Рестораны у воды;Больше 2500 рублей;Итальянская кухня,Паназиатская кухня,Средиземноморская кухня,Японская кухня,Паста,Суши,Стейки,Европейская кухня,Винотеки,Лучшие грузинские рестораны Москвы;Москва, Лужнецкая наб., 24, южный причал Лужников
/msk/restaurant/29201/; Noor;Бары;1500–2500 рублей;Бургеры,Сэндвичи,Европейская кухня,Бары,Коктейльная карта,Лучшие рестораны в Москве,Лучшие бары Москвы,Где поесть ночью;Москва, Тверская, 23
/msk/restaurant/59835/; AQ Kitchen;Испанская кухня;1500–2500 рублей;Испанская кухня,Средиземноморская кухня,Европейская кухня,Лучшие рестораны со скидкой по нашей карте,Лучшие рестораны в Москве,Где пить горячий алкоголь,Где пить российские вина,Куда идти с иностранцем,Рестораны с испанской кухней;Москва, Б.Грузинская, 69
/msk/restaurant/22318/; Пушкин;Русская кухня;Больше 2500 рублей;Русская кухня,Французская кухня,Стейки,Пироги,Пельмени,Чебуреки,Блины,Кафе,Где встретить Новый год,Лучшие рестораны в Москве,Где есть оливье,Где поесть ночью,Где пить водку,Лучшие завтраки в Москве,Где пить российские вина,Куда идти с иностранцем,Где есть пироги,Где есть пельмени;Москва, Тверской б-р, 26а
/msk/restaurant/290588/;I Like Wine;Винотеки;700–1500 рублей;Итальянская кухня,Паста,Стейки,Европейская кухня,Бары,Винотеки,Коктейльная карта,Где пить российские вина;Москва, Тимура Фрунзе, 11, стр. 19
/msk/restaurant/16461/;City Space;Коктейльная карта;1500–2500 рублей;Суши,Сэндвичи,Стейки,Бары,Коктейльная карта,Лучшие бары Москвы,Рестораны с видом на Москву;Москва, Космодамианская наб., 52, стр. 6, в здании Swissotel «Красные Холмы», 34 этаж
/msk/restaurant/49088/;Bj?rn;Скандинавская кухня;1500–2500 рублей;Стейки,Датская кухня,Авторская кухня,Скандинавская кухня;Москва, Пятницкая, 3/4, стр. 1
/msk/restaurant/22959/;Корё;Корейская кухня;700–1500 рублей;Корейская кухня;Москва, Орджоникидзе, 11, стр. 9
/msk/restaurant/47117/;Selfie;Русская кухня;1500–2500 рублей;Русская кухня,Стейки,Европейская кухня,Авторская кухня,Бары,Винотеки,Коктейльная карта,Ресторанная программа Visa Premium,Рестораны с новой русской кухней,Где отметить праздник,Рестораны, в которых надо бронировать стол;Москва, Новинский б-р, 31, ТДЦ «Новинский пассаж», 2 этаж
/msk/restaurant/30064/;Бардак;Турецкая кухня;700–1500 рублей;Турецкая кухня,Кальяны,Кафе;Москва, Маросейка, 6/8, cтр. 1
/msk/restaurant/47017/; Вай мэ!;Грузинская кухня;До 700 рублей;Грузинская кухня,Хинкали,Хачапури,Кафе,Фастфуд,Лучшие рестораны в Москве,Где лечить похмелье,Лучшие завтраки в Москве;Москва, Пятницкий пер., 8, стр. 1
/msk/restaurant/16741/; Люди как люди;Кафе;До 700 рублей;Сэндвичи,Пироги,Европейская кухня,Кафе,Лучшие рестораны в Москве,Лучшие места с дешевой едой,Лучшие завтраки в Москве,Куда пойти с детьми;Москва, Солянский туп., 1/4
/msk/restaurant/88197/;Calicano;Бургеры;700–1500 рублей;Американская кухня,Бургеры,Европейская кухня,Кафе,Лучшие рестораны со скидкой по нашей карте,Лучшие места на Патриарших;Москва, Б.Патриарший пер., 4
/msk/restaurant/33191/;BBcaf?;Кафе;700–1500 рублей;Итальянская кухня,Русская кухня,Кафе;Москва, Скатертный пер., 13
/msk/restaurant/32591/;Чайковский;Кафе;1500–2500 рублей;Итальянская кухня,Русская кухня,Хинкали,Хачапури,Пицца,Паста,Сэндвичи,Стейки,Пироги,Пельмени,Европейская кухня,Кафе,Пекарни,Куда пойти с бабушкой и дедушкой,Лучшие кондитерские;Москва, Триумфальная пл., 4/31, в здании Концертного зала им. Чайковского
/msk/restaurant/23228/;Дружба;Чебуреки;До 700 рублей;Чебуреки,Кафе,Фастфуд,Лучшие места с дешевой едой,Лучший фастфуд,Лучшие рюмочные,Где лечить похмелье;Москва, Панкратьевский пер., 2
/msk/restaurant/44190/;Rico;Рыбные рестораны;1500–2500 рублей;Средиземноморская кухня,Рыбные рестораны,Лучшие гастрономиче­ские стартапы,Где отметить праздник,Лучшие рыбные рестораны;Москва, Ружейный пер., 6
/msk/restaurant/16592/;Семифреддо;Винотеки;Больше 2500 рублей;Итальянская кухня,Паста,Стейки,Винотеки,Банкетные залы;Москва, Тимура Фрунзе, 11, стр. 55
/msk/restaurant/20223/;Турандот;Паназиатская кухня;Больше 2500 рублей;Китайская кухня,Паназиатская кухня,Японская кухня,Суши,Стейки,Европейская кухня,Где отметить праздник,Где есть устриц,Лучшие китайские рестораны,Рестораны с паназиатской кухней;Москва, Тверской б-р, 26, стр. 3
/msk/restaurant/27229/; Чайная высота;Чайные;До 700 рублей;Чайные,Лучшие рестораны в Москве,Лучшее мороженое;Москва, Покровка, 27, стр. 1
/msk/restaurant/88604/;Хинкали Point;Хинкали;До 700 рублей;Грузинская кухня,Хинкали,Хачапури,Кафе,Лучшие хинкали в Москве,Лучшие грузинские рестораны Москвы;Москва, Забелина, 1
/msk/restaurant/15535/;Колбасофф;Пивные рестораны;700–1500 рублей;Бургеры,Пельмени,Европейская кухня,Бары,Пивные рестораны,Спортбары;Москва, Маршала Бирюзова, 32, ТРЦ «Пятая авеню», 3 уровень
/msk/restaurant/77344/;Burger Heroes;Бургеры;До 700 рублей;Американская кухня,Бургеры,Европейская кухня,Кафе,Фастфуд,Лучшие места с дешевой едой,Куда пойти с детьми;Москва, Б.Ордынка, 19, стр. 1
/msk/restaurant/29540/;Andiamo;Итальянская кухня;1500–2500 рублей;Итальянская кухня,Японская кухня,Пицца,Паста,Суши,Стейки,Кафе,Ресторанная программа Visa Premium;Москва, Строителей, 4, стр. 2
/msk/restaurant/140808/;Friends & Family;Итальянская кухня;700–1500 рублей;Итальянская кухня,Японская кухня,Пицца,Паста,Суши,Европейская кухня,Бары;Москва, Ленинская Слобода, 26
/msk/restaurant/16671/;Обломов;Русская кухня;Больше 2500 рублей;Русская кухня,Пироги,Европейская кухня,Где есть горячие супы,Где есть оливье,Где пить водку,Где есть пироги;Москва, 1-й Монетчиковский пер., 5
/msk/restaurant/22254/;Correa's;Средиземноморская кухня;700–1500 рублей;Средиземноморская кухня,Пицца,Паста,Сэндвичи,Европейская кухня;Москва, Б.Ордынка, 40, стр. 2
/msk/restaurant/36255/; Meat Point;Фастфуд;До 700 рублей;Турецкая кухня,Кафе,Фастфуд,Лучшие рестораны в Москве,Лучшие места с дешевой едой,Лучшие гастрономиче­ские стартапы,Где поесть ночью,Лучший фастфуд;Москва, Брюсов пер., 2, стр. 10
/msk/restaurant/312843/;Сугудай;Рыбные рестораны;700–1500 рублей;Русская кухня,Рыбные рестораны,Ресторанная программа Visa Premium;Москва, Петровка, 30/7
/msk/restaurant/46666/;Пипл & Паста;Паста;До 700 рублей;Итальянская кухня,Пицца,Паста,Кулинарии,Лучшие места с дешевой едой,Лучший фастфуд;Москва, Цветной б-р, 25, стр. 1
/msk/restaurant/34105/;Грабли;Русская кухня;До 700 рублей;Русская кухня,Европейская кухня,Блины,Кафе;Москва, Тверская, 18, корп. 1
/msk/restaurant/48411/;Tap & Barrel Pub;Пабы;700–1500 рублей;Бургеры,Сэндвичи,Стейки,Европейская кухня,Пивные рестораны,Пабы,Где смотреть футбол в Москве,Лучшие ирландские пабы,Рестораны с британской кухней;Москва, Б.Дмитровка, 13
/msk/restaurant/39694/;Shishas Sferum Bar;Бары;700–1500 рублей;Итальянская кухня,Японская кухня,Пицца,Паста,Суши,Кальяны,Европейская кухня,Бары,Коктейльная карта,Лучшие рестораны со скидкой по нашей карте;Москва, Н.Арбат, 36, стр. 3, ТЦ «Сфера»
/msk/restaurant/21220/;Ароматная река;Вьетнамская кухня;700–1500 рублей;Вьетнамская кухня,Кафе;Москва, наб. Академика Туполева, 15, стр. 2
/msk/restaurant/36852/;Hills;Итальянская кухня;1500–2500 рублей;Итальянская кухня,Паста,Стейки,Кальяны,Европейская кухня,Винотеки,Караоке,Коктейльная карта;Москва, Крылатские Холмы, 7, корп. 2
/msk/restaurant/26774/;Иерусалим;Кошерные рестораны;700–1500 рублей;Азербайджанская кухня,Грузинская кухня,Еврейская кухня,Японская кухня,Хинкали,Кошерные рестораны,Европейская кухня,Где есть форшмак,Рестораны с еврейской кухней,Рестораны с видом на Москву;Москва, Б.Бронная, 6, стр. 3
/msk/restaurant/60279/;Beer & Brut;Гастропабы;700–1500 рублей;Европейская кухня,Бары,Гастропабы,Винотеки,Где пить вино,Где поесть ночью,Где есть устриц,Где пить пиво;Москва, Покровка, 26/1
/msk/restaurant/34585/;Хитрые люди;Кафе;700–1500 рублей;Бургеры,Паста,Вегетарианское меню,Европейская кухня,Кафе,Бары,Винотеки,Концерты;Москва, 4-й Сыромятнический пер., 1/8, стр. 10, на территории «Винзавода»
/msk/restaurant/32415/;Шотландская клетка;Английская кухня;1500–2500 рублей;Норвежская кухня,Якутская кухня,Пельмени,Европейская кухня,Английская кухня,Скандинавская кухня,Где есть дичь;Москва, Сретенка, 27/29
/msk/restaurant/48805/; Никуда не едем;Гастропабы;1500–2500 рублей;Авторская кухня,Бары,Гастропабы,Винотеки,Коктейльная карта,Лучшие рестораны со скидкой по нашей карте,Где пить настойки,Лучшие рестораны в Москве,Лучшие бары Москвы;Москва, Рочдельская, 15, стр. 8
/msk/restaurant/30260/;Bar BQ Caf? на Пятницкой;Бары;700–1500 рублей;Американская кухня,Бургеры,Сэндвичи,Стейки,Кальяны,Европейская кухня,Бары,Коктейльная карта;Москва, Пятницкая, 25, стр. 1д
/msk/restaurant/46531/;AC/DC в Тбилиси;Стритфуд;До 700 рублей;Грузинская кухня,Бургеры,Кафе,Стритфуд,Лучшие места с дешевой едой,Лучшие гастрономиче­ские стартапы,Лучший фастфуд,Где есть бургеры,Лучшие места в садах и парках;Москва, Крымский Вал, 9, стр. 19, в парке Горького
/msk/restaurant/174563/;B?;Вьетнамская кухня;До 700 рублей;Вьетнамская кухня,Вок,Где есть горячие супы,Лучшие места с дешевой едой;Москва, Мытная, 74, фудкорт Даниловского рынка
/msk/restaurant/45103/;Coin Hall;0;0;Банкетные залы;Москва, Пятницкая, 71/5, стр. 2
/msk/restaurant/59825/;Укулелешная;Бары;700–1500 рублей;Бургеры,Сэндвичи,Европейская кухня,Бары,Концерты;Москва, Покровка, 17
/msk/restaurant/34654/;Gayane's;Армянская кухня;700–1500 рублей;Армянская кухня,Грузинская кухня,Кулинарии,Где есть горячие супы,Куда пойти с бабушкой и дедушкой,Где лечить похмелье;Москва, 2-й Смоленский пер., 1/4
/msk/restaurant/24291/;Emporio caf?;Итальянская кухня;1500–2500 рублей;Итальянская кухня,Русская кухня,Узбекская кухня,Японская кухня,Паста,Суши,Кальяны,Чебуреки,Кафе,Караоке,Концерты;Москва, 1-й Тверской-Ямской пер., 18/3
/msk/restaurant/28536/;Тибет Гималаи;Тибетская кухня;700–1500 рублей;Индийская кухня,Тибетская кухня,Калмыцкая кухня,Чайные;Москва, просп. Мира, 79
/msk/restaurant/27471/;Goodman;Стейки;1500–2500 рублей;Американская кухня,Бургеры,Стейки,Европейская кухня,Винотеки,Где поесть ночью,Где есть мясо;Москва, Трубная пл., 2, ТЦ «Неглинная плаза», 2 этаж
/msk/restaurant/36951/;Рецептор;Кафе;700–1500 рублей;Индийская кухня,Корейская кухня,Вегетарианское меню,Европейская кухня,Кафе,Лучшие места на Патриарших;Москва, Б.Козихинский пер., 10
/msk/restaurant/259681/;Простые вещи New Vintage;Гастропабы;700–1500 рублей;Европейская кухня,Бары,Гастропабы,Винотеки,Коктейльная карта,Лучшие новые рестораны,Где пить вино;Москва, 1-я Брестская, 41
/msk/restaurant/46183/; Одесса-мама;Украинская кухня;700–1500 рублей;Еврейская кухня,Украинская кухня,Кафе,Лучшие рестораны в Москве,Где есть оливье,Куда пойти с бабушкой и дедушкой,Где пить водку,Где есть форшмак,Где лечить похмелье,Рестораны одесской кухни,Рестораны с украинской кухней,Рестораны с еврейской кухней;Москва, Кривоколенный пер., 10, стр. 5
/msk/restaurant/15637/;Goodman;Стейки;1500–2500 рублей;Американская кухня,Бургеры,Стейки,Европейская кухня,Винотеки;Москва, Ленинский просп., 57
/msk/restaurant/37917/;Шарабара;Узбекская кухня;1500–2500 рублей;Узбекская кухня,Японская кухня,Суши,Кальяны,Европейская кухня,Ресторанная программа Visa Premium;Москва, Ломоносовский просп., 29, корп. 3
/msk/restaurant/36109/;Mandarin Combustible;Бары;700–1500 рублей;Китайская кухня,Паназиатская кухня,Сингапурская кухня,Тайская кухня,Кальяны,Вок,Кафе,Бары,Коктейльная карта,Ресторанная программа Visa Premium;Москва, М.Черкасский пер., 2
/msk/restaurant/37264/;Марукамэ;Японская кухня;До 700 рублей;Японская кухня,Кафе,Фастфуд;Москва, Пятницкая, 29/8
/msk/restaurant/35601/; Chainaya. Tea & Cocktails;Бары;1500–2500 рублей;Китайская кухня,Чайные,Бары,Коктейльная карта,Лучшие рестораны в Москве,Лучшие бары Москвы,Лучшие китайские рестораны;Москва, 1-я Тверская-Ямская, 29, стр. 1
/msk/restaurant/59587/; Pivbar;Бары;700–1500 рублей;Бургеры,Европейская кухня,Бары,Пивные рестораны,Лучшие рестораны в Москве,Где пить пиво,Где пить крафтовое пиво;Москва, 1-я Тверская-Ямская, 2, стр. 1
/msk/restaurant/46451/;Смайл;Кафе;700–1500 рублей;Европейская кухня,Кафе,Коктейльная карта;Москва, Покровка, 48, стр. 1
/msk/restaurant/48189/; Zotman Pizza Pie;Пицца;700–1500 рублей;Итальянская кухня,Пицца,Паста,Авторская кухня,Кафе,Лучшие рестораны в Москве,Где есть пиццу,Где пить крафтовое пиво;Москва, Б.Никитская, 23/14/9
/msk/restaurant/15582/;Ботаника;Кафе;700–1500 рублей;Бургеры,Пельмени,Вегетарианское меню,Европейская кухня,Кафе;Москва, Б.Грузинская, 61а
/msk/restaurant/23331/; Чито-Ра;Хинкали;До 700 рублей;Грузинская кухня,Хинкали,Хачапури,Кафе,Лучшие рестораны в Москве,Лучшие места с дешевой едой,Где пить водку,Лучшие хинкали в Москве,Где лечить похмелье,Лучшие грузинские рестораны Москвы;Москва, Казакова, 10/2
/msk/restaurant/29826/;Столовая №57;Столовые;До 700 рублей;Русская кухня,Пироги,Пельмени,Европейская кухня,Кафе,Столовые;Москва, Красная пл., 3, ГУМ, 3 линия, 3 этаж
/msk/restaurant/17606/;Кондитерская «Пушкин»;Кондитерские;700–1500 рублей;Французская кухня,Кондитерские,Лучшие кондитерские,Куда пойти с детьми;Москва, Тверской б-р, 26а
/msk/restaurant/18386/;Волконский;Пекарни;700–1500 рублей;Паста,Сэндвичи,Европейская кухня,Кофейни,Кондитерские,Пекарни;Москва, Б.Садовая, 2/46
/msk/restaurant/40815/;Марукамэ;Японская кухня;До 700 рублей;Японская кухня,Кафе,Фастфуд,Лучшие места с дешевой едой,Лучший фастфуд;Москва, Сущевская, 27, стр. 2, БК «Атмосфера»
/msk/restaurant/152469/;Dizengof 99;Кафе;700–1500 рублей;Еврейская кухня,Кафе,Лучшие места с дешевой едой,Рестораны с еврейской кухней;Москва, 1-й Гончарный пер., 4, стр. 2
/msk/restaurant/49247/;Рецептор;Кафе;700–1500 рублей;Индийская кухня,Корейская кухня,Вегетарианское меню,Европейская кухня,Кафе,Где есть горячие супы;Москва, Чистопрудный б-р, 23, стр. 2
/msk/restaurant/26519/;Bora Bora;Кафе;700–1500 рублей;Американская кухня,Итальянская кухня,Паназиатская кухня,Японская кухня,Пицца,Паста,Суши,Стейки,Кафе;Москва, Ореховый б-р, 14, корп. 3, ТРЦ «Домодедовский»
/msk/restaurant/30399/;Рецептор;Кафе;700–1500 рублей;Индийская кухня,Корейская кухня,Вегетарианское меню,Европейская кухня,Кафе,Бары;Москва, Б.Никитская, 22/2
/msk/restaurant/48563/;Black Thai;Тайская кухня;1500–2500 рублей;Тайская кухня,Вегетарианское меню,Коктейльная карта;Москва, Б.Путинковский пер., 5
/msk/restaurant/30132/;Casa di famiglia;Итальянская кухня;700–1500 рублей;Итальянская кухня,Пицца,Паста;Москва, Металлургов, 7/18
/msk/restaurant/47691/;Рамен-клаб;Японская кухня;До 700 рублей;Японская кухня,Суши,Кафе,Лучшие места с дешевой едой,Лучший фастфуд;Москва, Кривоколенный пер. 3, стр. 1
/msk/restaurant/46121/;Bruce Lee;Китайская кухня;700–1500 рублей;Китайская кухня,Вок,Бары,Банкетные залы,Коктейльная карта;Москва, Болотная наб., 3, стр. 2, на территории фабрики «Красный Октябрь»
/msk/restaurant/27920/;Semplice;Итальянская кухня;700–1500 рублей;Итальянская кухня,Пицца,Паста;Москва, Чаплыгина, 6
/msk/restaurant/61072/; Фарш;Бургеры;700–1500 рублей;Американская кухня,Бургеры,Фастфуд,Лучшие рестораны в Москве,Лучший фастфуд,Где есть бургеры,Где есть мясо;Москва, Никольская, 12, гостиница The St. Regis Moscow Nikolskaya, 1 этаж
/msk/restaurant/20275/;Апрель;Кафе;700–1500 рублей;Русская кухня,Европейская кухня,Кафе,Винотеки;Москва, Б.Спасская, 29
/msk/restaurant/30219/;Андерсон;Кафе;700–1500 рублей;Паста,Сэндвичи,Пироги,Пельмени,Европейская кухня,Кафе,Кофейни,Кондитерские,Банкетные залы;Москва, Островитянова, 5
/msk/restaurant/33291/;Bar Cervetti/Винный рынок на Никитском;Итальянская кухня;700–1500 рублей;Итальянская кухня,Пицца,Паста,Бары,Винотеки,Ресторанная программа Visa Premium,Где пить вино,Лучшие итальянские рестораны;Москва, Никитский б-р, 8а
/msk/restaurant/44508/; Уголек;Бары;1500–2500 рублей;Бургеры,Паста,Стейки,Европейская кухня,Авторская кухня,Бары,Лучшие рестораны в Москве,Где есть бургеры,Лучшие завтраки в Москве,Рестораны, в которых надо бронировать стол;Москва, Б.Никитская, 12
/msk/restaurant/20249/;Шанти;Паназиатская кухня;700–1500 рублей;Индийская кухня,Паназиатская кухня,Вегетарианское меню,Чайные,Концерты,Рестораны с паназиатской кухней;Москва, Мясницкий пр., 2/1
/msk/restaurant/45713/;True Burgers;Бургеры;До 700 рублей;Американская кухня,Бургеры,Европейская кухня,Кафе,Фастфуд,Стритфуд,Лучшие места с дешевой едой,Лучшие гастрономиче­ские стартапы,Лучший фастфуд,Где есть бургеры;Москва, Бауманская, 50/12, стр. 1
/msk/restaurant/32485/;Da Pino;Итальянская кухня;700–1500 рублей;Итальянская кухня,Пицца,Паста;Москва, Б.Бронная, 23, стр. 1
/msk/restaurant/41616/; Boston Seafood & Bar;Рыбные рестораны;1500–2500 рублей;Вок,Европейская кухня,Рыбные рестораны,Лучшие рестораны в Москве,Где есть горячие супы,Где лечить похмелье,Где пить пиво,Лучшие рыбные рестораны;Москва, Лесная, 7, БЦ «Белые сады»
/msk/restaurant/59523/;The 21;0;0;Кафе,Кофейни,Бары,Фастфуд,Лучший фастфуд,Где есть устриц;Москва, Н.Арбат, 21
/msk/restaurant/17385/; Белый журавль;Корейская кухня;1500–2500 рублей;Корейская кухня,Ресторанная программа Visa Premium,Лучшие рестораны в Москве;Москва, Фрунзенская наб., 14
/msk/restaurant/59087/;Субботица;Сербская кухня;1500–2500 рублей;Сербская кухня,Средиземноморская кухня,Ресторанная программа Visa Premium,Куда пойти с бабушкой и дедушкой,Где отметить праздник,Где есть мясо;Москва, Садовая-Кудринская, 8/12
/msk/restaurant/30507/;Донна Маргарита;Итальянская кухня;1500–2500 рублей;Итальянская кухня,Пицца,Паста,Винотеки,Где есть пиццу,Лучшие итальянские рестораны;Москва, ул. 1905 года, 2, стр. 1
/msk/restaurant/21702/;Каре;Стейки;700–1500 рублей;Грузинская кухня,Русская кухня,Пицца,Паста,Стейки,Кальяны,Европейская кухня,Караоке;Москва, Дмитрия Ульянова, 42, стр. 1
/msk/restaurant/139409/;The Tipsy Pub;Пивные рестораны;700–1500 рублей;Бургеры,Стейки,Европейская кухня,Бары,Пивные рестораны,Пабы,Где смотреть футбол в Москве,Где пить пиво,Лучшие ирландские пабы,Где пить крафтовое пиво;Москва, Сущевская, 9
/msk/restaurant/18547/;Сайгон;Вьетнамская кухня;700–1500 рублей;Вьетнамская кухня,Японская кухня,Суши,Кафе;Москва, Сущевский Вал, 5, стр. 22
/msk/restaurant/47824/;Meating;Бургеры;До 700 рублей;Американская кухня,Бургеры,Европейская кухня,Кафе,Лучшие гастрономиче­ские стартапы,Где есть бургеры;Москва, 4-й Сыромятнический пер., 3/5
/msk/restaurant/30626/;Хачапури;Грузинская кухня;700–1500 рублей;Грузинская кухня,Хинкали,Хачапури,Лучшие грузинские рестораны Москвы;Москва, Украинский б-р, 7
/msk/restaurant/32620/; White Rabbit;Авторская кухня;Больше 2500 рублей;Русская кухня,Паста,Стейки,Вегетарианское меню,Европейская кухня,Авторская кухня,Коктейльная карта,Лучшие рестораны в Москве,Где есть горячие супы,Рестораны с новой русской кухней,Куда пойти с детьми,Рестораны, в которых надо бронировать стол,Куда идти с иностранцем,Рестораны с видом на Москву;Москва, Смоленская пл., 3, Смоленский пассаж, 16 этаж
/msk/restaurant/31988/;Luciano;Итальянская кухня;1500–2500 рублей;Итальянская кухня,Пицца,Паста,Европейская кухня,Кафе,Кофейни,Винотеки,Караоке,Коктейльная карта,Ресторанная программа Visa Premium,Где есть пиццу,Где петь под караоке,Лучшие итальянские рестораны;Москва, Смоленская пл., 3, ТДЦ «Смоленский пассаж», 1–2 этаж
/msk/restaurant/33308/;Martinez;Бары;1500–2500 рублей;Пицца,Паста,Стейки,Европейская кухня,Бары,Коктейльная карта,Концерты,Лучшие бары Москвы;Москва, Сретенка, 1
/msk/restaurant/44899/;Fruits & Veges;Вегетарианское меню;До 700 рублей;Вегетарианское меню,Кафе,Лучшие места с дешевой едой,Лучшие вегетарианские места;Москва, Ниж.Сыромятническая, 5/7, стр. 9б/20, на территории центра дизайна Artplay
/msk/restaurant/30155/;La provincia;Итальянская кухня;Больше 2500 рублей;Итальянская кухня,Средиземноморская кухня,Пицца,Паста,Кальяны,Рыбные рестораны,Лучшие рестораны со скидкой по нашей карте,Ресторанная программа Visa Premium;Москва, Калужская пл., 1, стр. 2
/msk/restaurant/18274/;Sky Lounge;Рестораны в небоскребе;Больше 2500 рублей;Японская кухня,Паста,Суши,Стейки,Вок,Европейская кухня,Винотеки,Коктейльная карта,Куда пойти с детьми,Рестораны с видом на Москву;Москва, Ленинский просп., 32а, здание РАН, 22 этаж
/msk/restaurant/30484/;Asia Hall;Паназиатская кухня;Больше 2500 рублей;Индийская кухня,Китайская кухня,Паназиатская кухня,Тайская кухня,Японская кухня,Суши,Стейки,Кальяны,Вок;Москва, Кутузовский просп., 48, галереи «Времена года», 3 этаж
/msk/restaurant/30679/;Тарас Бульба;Украинская кухня;700–1500 рублей;Украинская кухня,Пельмени;Москва, Моховая, 8, стр. 1
/msk/restaurant/32595/;Ти-бон Wine;Стейки;1500–2500 рублей;Стейки,Европейская кухня,Ресторанная программа Visa Premium,Лучшие стейки,Где есть мясо;Москва, Петровка, 30/7
/msk/restaurant/74952/;Elements by Edward Kwon;Корейская кухня;1500–2500 рублей;Корейская кухня,Лучшие рестораны со скидкой по нашей карте;Москва, Рочдельская, 15, стр. 1, лофт «Трехгорная мануфактура»
/msk/restaurant/73659/;Marani;Грузинская кухня;1500–2500 рублей;Грузинская кухня,Хинкали,Хачапури,Паста,Европейская кухня,Ресторанная программа Visa Premium;Москва, Кутузовский просп., 2/1, стр. 6
