ID_Rest;ID_Afisha_user
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2848819
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2833617
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2829082
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2820128
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2129453
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2794027
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2782950
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2490104
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2740455
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2729812
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2721295
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2644819
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2705421
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2116021
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2683074
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2677204
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2087602
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2662356
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2058429
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2058671
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2642954
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2627825
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2623599
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2593562
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2588168
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2581928
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2569921
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2560426
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2538591
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2533444
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2511219
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2506653
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2501941
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2480440
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2474626
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2469237
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2455368
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2447040
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2443843
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2425752
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2416316
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2411129
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2394145
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/1945979
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2384523
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2355112
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2346582
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2327499
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2307270
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/1915473
http://www.afisha.ru/msk/restaurant/21664/;www.afisha.ru/personalpage/2298034
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2955864
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/646825
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2905058
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2809599
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2785806
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2992362
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/1047346
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2304957
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2813613
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2782736
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2792969
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2779444
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2780906
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2832003
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2781038
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/1552935
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/3005387
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/3001575
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/386242
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2694389
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/1249449
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2913247
http://www.afisha.ru/msk/restaurant/174405/;www.afisha.ru/personalpage/2803557
http://www.afisha.ru/msk/restaurant/24275/;www.afisha.ru/personalpage/2950369
http://www.afisha.ru/msk/restaurant/35598/;www.afisha.ru/personalpage/2592336
http://www.afisha.ru/msk/restaurant/35598/;www.afisha.ru/personalpage/2395264
http://www.afisha.ru/msk/restaurant/35598/;www.afisha.ru/personalpage/326787
http://www.afisha.ru/msk/restaurant/35598/;www.afisha.ru/personalpage/2653702
http://www.afisha.ru/msk/restaurant/35598/;www.afisha.ru/personalpage/263348
http://www.afisha.ru/msk/restaurant/35598/;www.afisha.ru/personalpage/1381054
http://www.afisha.ru/msk/restaurant/75771/;www.afisha.ru/personalpage/1427943
http://www.afisha.ru/msk/restaurant/75771/;www.afisha.ru/personalpage/2882512
http://www.afisha.ru/msk/restaurant/75771/;www.afisha.ru/personalpage/2851133
http://www.afisha.ru/msk/restaurant/75771/;www.afisha.ru/personalpage/396739
http://www.afisha.ru/msk/restaurant/75771/;www.afisha.ru/personalpage/2608731
http://www.afisha.ru/msk/restaurant/75771/;www.afisha.ru/personalpage/2343937
http://www.afisha.ru/msk/restaurant/48304/;www.afisha.ru/personalpage/755847
http://www.afisha.ru/msk/restaurant/48304/;www.afisha.ru/personalpage/1330523
http://www.afisha.ru/msk/restaurant/48304/;www.afisha.ru/personalpage/2936845
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2806074
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2764499
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2707305
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/606335
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/1948232
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/1660572
http://www.afisha.ru/msk/restaurant/48558/;www.afisha.ru/personalpage/2652019
