ID_Afisha_user;ID_SN
www.afisha.ru/personalpage/2889752;http://facebook.com/1190358887661801
www.afisha.ru/personalpage/2828953;http://facebook.com/1088518197874633
www.afisha.ru/personalpage/253122;http://facebook.com/1105372981
www.afisha.ru/personalpage/1457994;http://facebook.com/1822802463
www.afisha.ru/personalpage/1832187;http://facebook.com/100000899107800
www.afisha.ru/personalpage/2697118;http://facebook.com/1147637308601624
www.afisha.ru/personalpage/17040;http://facebook.com/100000011302064
www.afisha.ru/personalpage/778038;http://facebook.com/10206584246832540
www.afisha.ru/personalpage/810927;http://facebook.com/963997196999900
www.afisha.ru/personalpage/1694636;http://facebook.com/100001527688738
www.afisha.ru/personalpage/562473;http://facebook.com/100002060942810
www.afisha.ru/personalpage/2121072;http://facebook.com/1647135444
www.afisha.ru/personalpage/2634091;http://facebook.com/119961811699802
www.afisha.ru/personalpage/1106379;http://facebook.com/1009969192367502
www.afisha.ru/personalpage/1732476;http://facebook.com/100003609743913
www.afisha.ru/personalpage/1632723;http://facebook.com/100004794512194
www.afisha.ru/personalpage/159467;http://facebook.com/862970937102767
www.afisha.ru/personalpage/337436;http://facebook.com/1202494321
www.afisha.ru/personalpage/156736;http://facebook.com/100002001503615
www.afisha.ru/personalpage/916657;http://facebook.com/722680879
www.afisha.ru/personalpage/2550506;http://facebook.com/957273667667693
www.afisha.ru/personalpage/971707;http://facebook.com/1655023249
www.afisha.ru/personalpage/889944;http://facebook.com/1213039234
www.afisha.ru/personalpage/1613395;http://facebook.com/536707259810007
www.afisha.ru/personalpage/2531540;http://facebook.com/858043554250232
www.afisha.ru/personalpage/2384690;http://facebook.com/775330919188683
www.afisha.ru/personalpage/919608;http://facebook.com/100001678456062
www.afisha.ru/personalpage/484338;http://facebook.com/714983254
www.afisha.ru/personalpage/1089352;http://facebook.com/100001704270737
www.afisha.ru/personalpage/2831472;http://facebook.com/1200706183273966
www.afisha.ru/personalpage/470702;http://facebook.com/1445507058808107
www.afisha.ru/personalpage/771427;http://facebook.com/1756711778
www.afisha.ru/personalpage/2566230;http://facebook.com/951929231515637
www.afisha.ru/personalpage/1906359;http://facebook.com/100001791710561
www.afisha.ru/personalpage/950374;http://facebook.com/647740719
www.afisha.ru/personalpage/950374;http://www.facebook.com/zalina.bogazova
www.afisha.ru/personalpage/2867808;http://facebook.com/1714574768791128
www.afisha.ru/personalpage/1094486;http://facebook.com/100000322307422
www.afisha.ru/personalpage/773742;http://facebook.com/1819444332
www.afisha.ru/personalpage/2930030;http://facebook.com/10210659236740818
www.afisha.ru/personalpage/654181;http://facebook.com/1755782152
www.afisha.ru/personalpage/2922174;http://facebook.com/1505149406177606
